articleCode,articleName,VendorKey,VendorName,categoryInit,categoryName,TypeInit,TypeName,startDate,expireDate,colourInit,colourName,sex,picture,basePrice,salePrice,notes
AR.ESB-RE008,EBT ARMN BE,ESB,VIRIDIFELLOW,11,T-SHIRT,1,CASUAL,2018-05-14 00:00:00.000,2018-08-12 00:00:00.000,0,NA,M,,94250,145000,RECEIVE ORDER MAY 2018
AR.ESB-RE009,EBT DRESSED SLM,ESB,VIRIDIFELLOW,11,T-SHIRT,1,CASUAL,2018-05-14 00:00:00.000,2018-08-12 00:00:00.000,0,NA,M,,87750,135000,RECEIVE ORDER MAY 2018
AR.ESB-RE010,EBT LIFE IS NV,ESB,VIRIDIFELLOW,11,T-SHIRT,1,CASUAL,2018-05-14 00:00:00.000,2018-08-12 00:00:00.000,0,NA,M,,87750,135000,RECEIVE ORDER MAY 2018
AR.ESB-RE011,EBT BSBL CALL,ESB,VIRIDIFELLOW,11,T-SHIRT,1,CASUAL,2018-05-14 00:00:00.000,2018-08-12 00:00:00.000,0,NA,M,,91000,140000,RECEIVE ORDER MAY 2018
AR.ESB-RE012,EBT LG SHOL MS,ESB,VIRIDIFELLOW,11,T-SHIRT,1,CASUAL,2018-05-14 00:00:00.000,2018-08-12 00:00:00.000,0,NA,M,,87750,135000,RECEIVE ORDER MAY 2018
AR.ESB-RE013,EBT LG DHOL BL,ESB,VIRIDIFELLOW,11,T-SHIRT,1,CASUAL,2018-05-14 00:00:00.000,2018-08-12 00:00:00.000,0,NA,M,,87750,135000,RECEIVE ORDER MAY 2018
AR.ESB-RE014,EBT PULL PR,ESB,VIRIDIFELLOW,11,T-SHIRT,1,CASUAL,2018-05-14 00:00:00.000,2018-08-12 00:00:00.000,0,NA,M,,94250,145000,RECEIVE ORDER MAY 2018
AR.ESB-RE015,EBT FRONTBEK LG,ESB,VIRIDIFELLOW,11,T-SHIRT,1,CASUAL,2018-05-14 00:00:00.000,2018-08-12 00:00:00.000,0,NA,M,,87750,135000,RECEIVE ORDER MAY 2018
AR.ESB-RE016,EBT FULL BL,ESB,VIRIDIFELLOW,11,T-SHIRT,1,CASUAL,2018-05-14 00:00:00.000,2018-08-12 00:00:00.000,0,NA,M,,94250,145000,RECEIVE ORDER MAY 2018
AR.ESB-RE017,EBT LIGHT PASSION,ESB,VIRIDIFELLOW,11,T-SHIRT,1,CASUAL,2018-05-14 00:00:00.000,2018-08-12 00:00:00.000,0,NA,M,,87750,135000,RECEIVE ORDER MAY 2018
AR.ESB-RE018,EBT CALLING WH,ESB,VIRIDIFELLOW,11,T-SHIRT,1,CASUAL,2018-05-14 00:00:00.000,2018-08-12 00:00:00.000,0,NA,M,,87750,135000,RECEIVE ORDER MAY 2018
AR.ESB-RE019,EBT CALLING BL,ESB,VIRIDIFELLOW,11,T-SHIRT,1,CASUAL,2018-05-14 00:00:00.000,2018-08-12 00:00:00.000,1,BLACK,M,,87750,135000,RECEIVE ORDER MAY 2018
AR.ESB-RE020,EBT FULL WH,ESB,VIRIDIFELLOW,11,T-SHIRT,1,CASUAL,2018-05-14 00:00:00.000,2018-08-12 00:00:00.000,0,NA,M,,94250,145000,RECEIVE ORDER MAY 2018
AR.ESB-RE021,EBT POCKET BDG,ESB,VIRIDIFELLOW,11,T-SHIRT,1,CASUAL,2018-05-14 00:00:00.000,2018-08-12 00:00:00.000,0,NA,M,,91000,140000,RECEIVE ORDER MAY 2018
AR.ESB-RE022,EBT BARISTAS,ESB,VIRIDIFELLOW,11,T-SHIRT,1,CASUAL,2018-05-14 00:00:00.000,2018-08-12 00:00:00.000,37,WHITE,M,,91000,140000,RECEIVE ORDER MAY 2018
AR.ESB-RE023,EBT LW CREAM,ESB,VIRIDIFELLOW,2,BAG,5,SLING BAG,2018-05-14 00:00:00.000,2018-08-12 00:00:00.000,10,CREAM,M,,94250,145000,RECEIVE ORDER MAY 2018
AR.ESB-RE024,EBT LW NAVY,ESB,VIRIDIFELLOW,2,BAG,5,SLING BAG,2018-05-14 00:00:00.000,2018-08-12 00:00:00.000,27,NAVY,M,,94250,145000,RECEIVE ORDER MAY 2018
AR.ESB-RE025,EBT LW BLACK,ESB,VIRIDIFELLOW,2,BAG,5,SLING BAG,2018-05-14 00:00:00.000,2018-08-12 00:00:00.000,1,BLACK,M,,94250,145000,RECEIVE ORDER MAY 2018
AR.ESB-RE026,EBT LW GREY,ESB,VIRIDIFELLOW,2,BAG,5,SLING BAG,2018-05-14 00:00:00.000,2018-08-12 00:00:00.000,21,GREY,M,,94250,145000,RECEIVE ORDER MAY 2018
AR.ESB-RE027,EBSWT DRSD ROYAL,ESB,VIRIDIFELLOW,10,SWEATER,3,HOODIE,2018-05-19 00:00:00.000,2018-08-17 00:00:00.000,0,NA,M,,191750,295000,RECEIVE ORDER MAY 2018
AR.ESB-RE028,EBSWT DHOLG MS,ESB,VIRIDIFELLOW,10,SWEATER,3,HOODIE,2018-05-19 00:00:00.000,2018-08-17 00:00:00.000,0,NA,M,,191750,295000,RECEIVE ORDER MAY 2018
AR.ESB-RE029,EBSWT DRSD WH,ESB,VIRIDIFELLOW,10,SWEATER,3,HOODIE,2018-05-19 00:00:00.000,2018-08-17 00:00:00.000,0,NA,M,,191750,295000,RECEIVE ORDER MAY 2018
AR.ESB-RE030,EBBX BLACK,ESB,VIRIDIFELLOW,5,PANTS,4,SHORT PANTS,2018-05-19 00:00:00.000,2018-08-17 00:00:00.000,1,BLACK,M,,81250,125000,RECEIVE ORDER MAY 2018
AR.ESB-RE031,EBBX KHAKI,ESB,VIRIDIFELLOW,5,PANTS,4,SHORT PANTS,2018-05-19 00:00:00.000,2018-08-17 00:00:00.000,23,KHAKI,M,,81250,125000,RECEIVE ORDER MAY 2018
AR.ESB-RE032,EBT LS POCKET NAVY,ESB,VIRIDIFELLOW,11,T-SHIRT,1,CASUAL,2018-05-19 00:00:00.000,2018-08-17 00:00:00.000,27,NAVY,M,,97500,150000,RECEIVE ORDER MAY 2018
AR.ESB-RE033,EBT LS POCKET MS,ESB,VIRIDIFELLOW,11,T-SHIRT,1,CASUAL,2018-05-19 00:00:00.000,2018-08-17 00:00:00.000,25,MISTY,M,,97500,150000,RECEIVE ORDER MAY 2018
AR.ESB-RE034,EBT RAGBAS NVY TSHIRT,ESB,VIRIDIFELLOW,11,T-SHIRT,1,CASUAL,2018-05-23 00:00:00.000,2018-08-21 00:00:00.000,27,NAVY,M,,65000,100000,RECEIVE ORDER MAY 2018
AR.ESB-RE035,EBT RAGBAS ARM,ESB,VIRIDIFELLOW,11,T-SHIRT,1,CASUAL,2018-05-23 00:00:00.000,2018-08-21 00:00:00.000,20,GREEN ARMY,M,,65000,100000,RECEIVE ORDER MAY 2018
AR.ESB-RE036,EBT RAGBAS MAR,ESB,VIRIDIFELLOW,11,T-SHIRT,1,CASUAL,2018-05-23 00:00:00.000,2018-08-21 00:00:00.000,24,MAROON,M,,65000,100000,RECEIVE ORDER MAY 2018
AR.ESB-RE037,EBT RAGBAS BLK,ESB,VIRIDIFELLOW,11,T-SHIRT,1,CASUAL,2018-05-23 00:00:00.000,2018-08-21 00:00:00.000,1,BLACK,M,,65000,100000,RECEIVE ORDER MAY 2018
AR.ESB-RE038,EBTP RED WHITE,ESB,VIRIDIFELLOW,3,HAT,2,GENERAL,2018-05-23 00:00:00.000,2018-08-21 00:00:00.000,34,RED,M,,91000,140000,RECEIVE ORDER MAY 2018
AR.ESB-RE039,EBTP 5 LINEN,ESB,VIRIDIFELLOW,3,HAT,2,GENERAL,2018-05-23 00:00:00.000,2018-08-21 00:00:00.000,0,NA,M,,91000,140000,RECEIVE ORDER MAY 2018
AR.ESB-RE040,EBBG DPNV,ESB,VIRIDIFELLOW,2,BAG,2,GENERAL,2018-05-23 00:00:00.000,2018-08-21 00:00:00.000,27,NAVY,M,,123500,190000,RECEIVE ORDER MAY 2018
AR.ESB-RE041,EBBG DPBLK,ESB,VIRIDIFELLOW,2,BAG,2,GENERAL,2018-05-23 00:00:00.000,2018-08-21 00:00:00.000,1,BLACK,M,,123500,190000,RECEIVE ORDER MAY 2018
AR.ESB-RE042,EBBG SLGOBL,ESB,VIRIDIFELLOW,2,BAG,2,GENERAL,2018-05-23 00:00:00.000,2018-08-21 00:00:00.000,0,NA,M,,94250,145000,RECEIVE ORDER MAY 2018
AR.ESB-RE043,EBBG SLGOLV,ESB,VIRIDIFELLOW,2,BAG,2,GENERAL,2018-05-23 00:00:00.000,2018-08-21 00:00:00.000,0,NA,M,,94250,145000,RECEIVE ORDER MAY 2018
AR.ESB-RE044,EBT 3 SLM,ESB,VIRIDIFELLOW,11,T-SHIRT,1,CASUAL,2018-05-23 00:00:00.000,2018-08-21 00:00:00.000,31,PEACH,M,,94250,145000,RECEIVE ORDER MAY 2018
AR.ESB-RE045,EBTP UY AHP,ESB,VIRIDIFELLOW,3,HAT,2,GENERAL,2018-05-23 00:00:00.000,2018-08-21 00:00:00.000,0,NA,M,,91000,140000,RECEIVE ORDER MAY 2018
AR.ESB-RE046,EBTP UY MHB,ESB,VIRIDIFELLOW,3,HAT,2,GENERAL,2018-05-23 00:00:00.000,2018-08-21 00:00:00.000,0,NA,M,,91000,140000,RECEIVE ORDER MAY 2018
AR.ESB-RE047,EBTP UY RIP,ESB,VIRIDIFELLOW,3,HAT,2,GENERAL,2018-05-23 00:00:00.000,2018-08-21 00:00:00.000,0,NA,M,,91000,140000,RECEIVE ORDER MAY 2018
AR.ESB-RE048,EBTP UY ROYBL,ESB,VIRIDIFELLOW,3,HAT,2,GENERAL,2018-05-23 00:00:00.000,2018-08-21 00:00:00.000,0,NA,M,,91000,140000,RECEIVE ORDER MAY 2018
AR.ESB-RE049,EBTP UY CHAMB,ESB,VIRIDIFELLOW,3,HAT,2,GENERAL,2018-05-23 00:00:00.000,2018-08-21 00:00:00.000,0,NA,M,,91000,140000,RECEIVE ORDER MAY 2018
AR.ESB-RE050,EBTP UY ROYNV,ESB,VIRIDIFELLOW,3,HAT,2,GENERAL,2018-05-23 00:00:00.000,2018-08-21 00:00:00.000,27,NAVY,M,,91000,140000,RECEIVE ORDER MAY 2018
AR.ESB-RE051,EBTP UY DAD BRONSU,ESB,VIRIDIFELLOW,3,HAT,2,GENERAL,2018-05-23 00:00:00.000,2018-08-21 00:00:00.000,7,BROWN,M,,91000,140000,RECEIVE ORDER MAY 2018
AR.ESB-RE052,EBTP UY DAD NV,ESB,VIRIDIFELLOW,3,HAT,2,GENERAL,2018-05-23 00:00:00.000,2018-08-21 00:00:00.000,27,NAVY,M,,91000,140000,RECEIVE ORDER MAY 2018
AR.ESB-RE053,EBBG DP SWED NAVY,ESB,VIRIDIFELLOW,2,BAG,1,BAG PACK,2018-05-28 00:00:00.000,2018-08-26 00:00:00.000,27,NAVY,M,,149500,230000,RECEIVE ORDER MAY 2018
AR.ESB-RE054,EBBG DP SWED TWOTON,ESB,VIRIDIFELLOW,2,BAG,1,BAG PACK,2018-05-28 00:00:00.000,2018-08-26 00:00:00.000,0,NA,M,,149500,230000,RECEIVE ORDER MAY 2018
AR.ESB-RE055,EBBG DP SWED OLV,ESB,VIRIDIFELLOW,2,BAG,1,BAG PACK,2018-05-28 00:00:00.000,2018-08-26 00:00:00.000,0,NA,M,,149500,230000,RECEIVE ORDER MAY 2018
AR.ESB-RE056,EBBG DP SWED BLK,ESB,VIRIDIFELLOW,2,BAG,1,BAG PACK,2018-05-29 00:00:00.000,2018-08-27 00:00:00.000,1,BLACK,M,,149500,230000,RECEIVE ORDER MAY 2018
AR.ESB-RG001,EBTP UY CAMO BRW,ESB,VIRIDIFELLOW,3,HAT,2,GENERAL,2018-07-25 00:00:00.000,2018-10-23 00:00:00.000,8,CAMO,M,,91000,140000,RECEIVE ORDER JULY 2018
AR.ESB-RH001,EB BG OLV SLING,ESB,VIRIDIFELLOW,2,BAG,5,SLING BAG,2018-08-07 00:00:00.000,2018-11-05 00:00:00.000,19,GREEN,M,,87750,135000,RECEIVE ORDER AUGUST 2018
AR.ESB-RH002,EBBG NVY SLING,ESB,VIRIDIFELLOW,2,BAG,5,SLING BAG,2018-08-07 00:00:00.000,2018-11-05 00:00:00.000,27,NAVY,M,,87750,135000,RECEIVE ORDER AUGUST 2018
AR.ESB-RH003,EBBG BLK SLING,ESB,VIRIDIFELLOW,2,BAG,5,SLING BAG,2018-08-07 00:00:00.000,2018-11-05 00:00:00.000,1,BLACK,M,,87750,135000,RECEIVE ORDER AUGUST 2018
AR.ESB-RH004,EBTP CORDU 5,ESB,VIRIDIFELLOW,3,HAT,1,CASUAL,2018-08-09 00:00:00.000,2018-11-07 00:00:00.000,1,BLACK,M,,91000,140000,RECEIVE ORDER AUGUST 2018
AR.ESB-RH005,EBTP NVWHRD 5,ESB,VIRIDIFELLOW,3,HAT,1,CASUAL,2018-08-09 00:00:00.000,2018-11-07 00:00:00.000,0,NA,M,,91000,140000,RECEIVE ORDER AUGUST 2018
AR.ESB-RH006,EBTP RDWHNV 5,ESB,VIRIDIFELLOW,3,HAT,1,CASUAL,2018-08-09 00:00:00.000,2018-11-07 00:00:00.000,0,NA,M,,91000,140000,RECEIVE ORDER AUGUST 2018
AR.ESB-RH007,EBTP RPSTP 5,ESB,VIRIDIFELLOW,3,HAT,1,CASUAL,2018-08-09 00:00:00.000,2018-11-07 00:00:00.000,0,NA,M,,91000,140000,RECEIVE ORDER AUGUST 2018
AR.ESB-RH008,EBTP DONGKER 5,ESB,VIRIDIFELLOW,3,HAT,1,CASUAL,2018-08-09 00:00:00.000,2018-11-07 00:00:00.000,27,NAVY,M,,91000,140000,RECEIVE ORDER AUGUST 2018
AR.ESB-RH009,EBTP NBGR 5,ESB,VIRIDIFELLOW,3,HAT,2,GENERAL,2018-08-17 00:00:00.000,2018-11-15 00:00:00.000,0,NA,M,,91000,140000,RECEIVE ORDER AUGUST 2018
AR.ESB-RH010,EBTP CMBR 5,ESB,VIRIDIFELLOW,3,HAT,2,GENERAL,2018-08-17 00:00:00.000,2018-11-15 00:00:00.000,0,NA,M,,91000,140000,RECEIVE ORDER AUGUST 2018
AR.ESB-RH011,EBSWT GOLD HOODIE,ESB,VIRIDIFELLOW,10,SWEATER,3,HOODIE,2018-08-21 00:00:00.000,2018-11-19 00:00:00.000,100,YELLOW,M,,198250,305000,RECEIVE ORDER AUGUST 2018
AR.ESB-RH012,EBSWT DUSTY HOODIE,ESB,VIRIDIFELLOW,10,SWEATER,3,HOODIE,2018-08-21 00:00:00.000,2018-11-19 00:00:00.000,32,PINK,M,,198250,305000,RECEIVE ORDER AUGUST 2018
AR.ESB-RH013,EBT BULT LG,ESB,VIRIDIFELLOW,11,T-SHIRT,1,CASUAL,2018-08-21 00:00:00.000,2018-11-19 00:00:00.000,1,BLACK,M,,87750,135000,RECEIVE ORDER AUGUST 2018
AR.ESB-RH014,BT FRONBEK,ESB,VIRIDIFELLOW,11,T-SHIRT,1,CASUAL,2018-08-21 00:00:00.000,2018-11-19 00:00:00.000,1,BLACK,M,,87750,135000,RECEIVE ORDER AUGUST 2018
AR.ESB-RH015,EBSWT HJBTL,ESB,VIRIDIFELLOW,10,SWEATER,3,HOODIE,2018-08-30 00:00:00.000,2018-11-28 00:00:00.000,19,GREEN,M,,198250,305000,RECEIVE ORDER AUGUST 2018
AR.ESB-RH016,EBSWT LOGO HJ,ESB,VIRIDIFELLOW,10,SWEATER,3,HOODIE,2018-08-30 00:00:00.000,2018-11-28 00:00:00.000,19,GREEN,M,,198250,305000,RECEIVE ORDER AUGUST 2018
AR.ESB-RH017,EBSWT LOGO FRONBEK,ESB,VIRIDIFELLOW,10,SWEATER,3,HOODIE,2018-08-30 00:00:00.000,2018-11-28 00:00:00.000,1,BLACK,M,,198250,305000,RECEIVE ORDER AUGUST 2018
AR.ESB-RH018,EBT FULL BL NEW,ESB,VIRIDIFELLOW,11,T-SHIRT,1,CASUAL,2018-08-30 00:00:00.000,2018-11-28 00:00:00.000,1,BLACK,M,,97500,150000,RECEIVE ORDER AUGUST 2018
AR.ESB-RI001,EBSWT CAMO HOODIE,ESB,VIRIDIFELLOW,10,SWEATER,3,HOODIE,2018-09-04 00:00:00.000,2018-12-03 00:00:00.000,0,NA,M,,201500,310000,RECEIVE ORDER SEPTEMBER 2018
AR.ESB-RI002,EBSWT FULL BLK HOODIE,ESB,VIRIDIFELLOW,10,SWEATER,3,HOODIE,2018-09-04 00:00:00.000,2018-12-03 00:00:00.000,1,BLACK,M,,204750,315000,RECEIVE ORDER SEPTEMBER 2018
AR.ESB-RI003,EBT FULL WH NEW,ESB,VIRIDIFELLOW,11,T-SHIRT,1,CASUAL,2018-09-05 00:00:00.000,2018-12-04 00:00:00.000,0,NA,M,,97500,150000,RECEIVE ORDER SEPTEMBER 2018
AR.ESB-RI004,EB COACH BL,ESB,VIRIDIFELLOW,4,JACKET,1,GENERAL,2018-09-18 00:00:00.000,2018-12-17 00:00:00.000,1,BLACK,M,,211250,325000,RECEIVE ORDER SEPTEMBER 2018
AR.ESB-RK001,EBSWT LRNG,ESB,VIRIDIFELLOW,10,SWEATER,3,HOODIE,2018-11-08 00:00:00.000,2019-02-06 00:00:00.000,2,BLACK WHITE,M,,201500,310000,RECEIVE ORDER NOVEMBER 2018
AR.ESB-RK002,EBSWT HDG,ESB,VIRIDIFELLOW,10,SWEATER,3,HOODIE,2018-11-08 00:00:00.000,2019-02-06 00:00:00.000,2,BLACK WHITE,M,,198250,305000,RECEIVE ORDER NOVEMBER 2018
AR.ESB-RK003,EBBG WB OLV,ESB,VIRIDIFELLOW,2,BAG,8,WAISTBAG,2018-11-13 00:00:00.000,2019-02-11 00:00:00.000,19,GREEN,U,,71500,110000,RECEIVE ORDER NOVEMBER 2018 ( NEW DROP DAN REPEAT )
AR.ESB-RK004,EBBG WB NV,ESB,VIRIDIFELLOW,2,BAG,8,WAISTBAG,2018-11-13 00:00:00.000,2019-02-11 00:00:00.000,28,NAVY BLUE,U,,71500,110000,RECEIVE ORDER NOVEMBER 2018 ( NEW DROP DAN REPEAT )
AR.ESB-RK005,EBSWT DHOLV MS,ESB,VIRIDIFELLOW,10,SWEATER,3,HOODIE,2018-11-13 00:00:00.000,2019-02-11 00:00:00.000,26,MISTY GREY,U,,198250,305000,RECEIVE ORDER NOVEMBER 2018 ( NEW DROP DAN REPEAT )
AR.ESB-RK006,EBSWT DHOLV SLEM,ESB,VIRIDIFELLOW,10,SWEATER,1,CASUAL,2018-11-13 00:00:00.000,2019-02-11 00:00:00.000,31,PEACH,M,,198250,305000,RECEIVE ORDER NOVEMBER 2018 ( NEW DROP DAN REPEAT )
AR.ESB-RK007,EBSWT LOGO FONT,ESB,VIRIDIFELLOW,10,SWEATER,1,CASUAL,2018-11-13 00:00:00.000,2019-02-11 00:00:00.000,1,BLACK,M,,198250,305000,RECEIVE ORDER NOVEMBER 2018 ( NEW DROP DAN REPEAT )
AR.ESB-RK008,EBBG OLV SLING,ESB,VIRIDIFELLOW,2,BAG,1,BAG PACK,2018-11-13 00:00:00.000,2019-02-11 00:00:00.000,19,GREEN,M,,87750,135000,RECEIVE ORDER NOVEMBER 2018 ( NEW DROP DAN REPEAT )
AR.ESB-RK009,EBT COLL DUST,ESB,VIRIDIFELLOW,11,T-SHIRT,1,CASUAL,2018-11-21 00:00:00.000,2018-11-27 00:00:00.000,31,PEACH,M,,87750,135000,RECEIVE ORDER NOVEMBER 2018 ( NEW DROP )
AR.ESB-RK010,EBT COLL NAVY,ESB,VIRIDIFELLOW,11,T-SHIRT,1,CASUAL,2018-11-21 00:00:00.000,2019-02-19 00:00:00.000,27,NAVY,M,,87750,135000,RECEIVE ORDER NOVEMBER 2018 ( NEW DROP )
AR.ESB-RK011,EBT COLL RRN,ESB,VIRIDIFELLOW,11,T-SHIRT,1,CASUAL,2018-11-21 00:00:00.000,2019-02-19 00:00:00.000,13,DARK GREEN,M,,87750,135000,RECEIVE ORDER NOVEMBER 2018 ( NEW DROP )
AR.ESB-RL001,EBT POCK WHITE,ESB,VIRIDIFELLOW,11,T-SHIRT,1,CASUAL,2018-12-03 00:00:00.000,2019-03-03 00:00:00.000,2,BLACK WHITE,M,,97500,150000,RECEIVE ORDER DECEMBER 2018 ( REPEAT AND NEW DROP )
AR.ESB-RL002,EBT POCK MAROON,ESB,VIRIDIFELLOW,11,T-SHIRT,1,CASUAL,2018-12-03 00:00:00.000,2019-03-03 00:00:00.000,24,MAROON,M,,97500,150000,RECEIVE ORDER DECEMBER 2018 ( REPEAT AND NEW DROP )
AR.ESB-RL003,EBT SLR NAVY,ESB,VIRIDIFELLOW,11,T-SHIRT,1,CASUAL,2018-12-03 00:00:00.000,2019-03-03 00:00:00.000,27,NAVY,M,,100750,155000,RECEIVE ORDER DECEMBER 2018 ( REPEAT AND NEW DROP )
AR.ESB-RL004,EBT SLR CHARC,ESB,VIRIDIFELLOW,11,T-SHIRT,1,CASUAL,2018-12-03 00:00:00.000,2019-03-03 00:00:00.000,0,NA,M,,100750,155000,RECEIVE ORDER DECEMBER 2018 ( REPEAT AND NEW DROP )
AR.ESB-RL005,EBT RAG BUTTON MAR,ESB,VIRIDIFELLOW,11,T-SHIRT,3,REGLAN,2018-12-13 00:00:00.000,2019-03-13 00:00:00.000,26,MISTY GREY,M,,71500,110000,RECEIVE ORDER DECEMBER 2018 ( REPEAT YES 2018  )
AR.ESB-RL006,EBT SAINT AND SAIL MS,ESB,VIRIDIFELLOW,11,T-SHIRT,1,CASUAL,2018-12-13 00:00:00.000,2019-03-13 00:00:00.000,21,GREY,M,,81250,125000,RECEIVE ORDER DECEMBER 2018 ( REPEAT YES 2018  )
AR.ESB-RL007,EBSWT CREW 3 TONE,ESB,VIRIDIFELLOW,10,SWEATER,2,GENERAL,2018-12-13 00:00:00.000,2019-03-13 00:00:00.000,0,NA,M,,162500,250000,RECEIVE ORDER DECEMBER 2018 ( REPEAT YES 2018  )
AR.ESB-RL008,EBSWT CREW LOGO,ESB,VIRIDIFELLOW,10,SWEATER,2,GENERAL,2018-12-13 00:00:00.000,2019-03-13 00:00:00.000,2,BLACK WHITE,M,,162500,250000,RECEIVE ORDER DECEMBER 2018 ( REPEAT YES 2018  )
AR.ESB-RL009,EBTP FLN,ESB,VIRIDIFELLOW,3,HAT,1,CASUAL,2018-12-31 00:00:00.000,2019-03-31 00:00:00.000,38,WHITE BLACK,M,,91000,140000,RECEIVE ORDER DECEMBER 2018 FROM EASYBEATS
AR.ESB-RL010,EBTP WOL,ESB,VIRIDIFELLOW,3,HAT,1,CASUAL,2018-12-31 00:00:00.000,2019-03-31 00:00:00.000,18,GRAY,M,,91000,140000,RECEIVE ORDER DECEMBER 2018 FROM EASYBEATS
AR.ESB-RL011,EBTP JRG,ESB,VIRIDIFELLOW,3,HAT,1,CASUAL,2018-12-31 00:00:00.000,2019-03-31 00:00:00.000,1,BLACK,M,,91000,140000,RECEIVE ORDER DECEMBER 2018 FROM EASYBEATS
AR.ESB-RL012,EBTP ROY GREY,ESB,VIRIDIFELLOW,3,HAT,1,CASUAL,2018-12-31 00:00:00.000,2019-03-31 00:00:00.000,21,GREY,M,,91000,140000,RECEIVE ORDER DECEMBER 2018 FROM EASYBEATS
AR.ESB-SA001,EBT EMBRO SLM PEACH,ESB,VIRIDIFELLOW,11,T-SHIRT,1,CASUAL,2019-01-21 00:00:00.000,2019-04-21 00:00:00.000,31,PEACH,M,,87750,135000,RECEIVE ORDER JANUARY 2019 FROM EASYBEATS
AR.ESB-SA002,EBSWT PREM GOLD YELLOW,ESB,VIRIDIFELLOW,10,SWEATER,3,HOODIE,2019-01-21 00:00:00.000,2019-04-21 00:00:00.000,100,YELLOW,M,,204750,315000,RECEIVE ORDER JANUARY 2019 FROM EASYBEATS
AR.ESB-SA003,EBSWT PREM PCH PEACH,ESB,VIRIDIFELLOW,10,SWEATER,3,HOODIE,2019-01-21 00:00:00.000,2019-04-21 00:00:00.000,31,PEACH,M,,204750,315000,RECEIVE ORDER JANUARY 2019 FROM EASYBEATS
AR.ESB-SA004,EBSWT MAROON,ESB,VIRIDIFELLOW,10,SWEATER,3,HOODIE,2019-01-21 00:00:00.000,2019-04-21 00:00:00.000,24,MAROON,M,,204750,315000,RECEIVE ORDER JANUARY 2019 FROM EASYBEATS
AR.ESB-SA005,EBT SLING SML OL GREEN,ESB,VIRIDIFELLOW,2,BAG,5,SLING BAG,2019-01-28 00:00:00.000,2019-04-28 00:00:00.000,19,GREEN,M,,65000,100000,RECEIVE ORDER JANUARY 2019 FROM EASYBEATS (NEW DROP)
AR.ESB-SA006,EBT SLING SML NV,ESB,VIRIDIFELLOW,2,BAG,5,SLING BAG,2019-01-28 00:00:00.000,2019-04-28 00:00:00.000,27,NAVY,M,,65000,100000,RECEIVE ORDER JANUARY 2019 FROM EASYBEATS (NEW DROP)
AR.ESB-SB001,EBSWT PREM GRN,ESB,VIRIDIFELLOW,10,SWEATER,3,HOODIE,2019-02-04 00:00:00.000,2019-05-05 00:00:00.000,19,GREEN,M,,204750,315000,RECEIVE ORDER FEBRUARY 2019 FROM EASYBEATS
AR.ESB-SB002,EBT SLR POCK NV,ESB,VIRIDIFELLOW,11,T-SHIRT,1,CASUAL,2019-02-08 00:00:00.000,2019-05-09 00:00:00.000,27,NAVY,M,,100750,155000,RECEIVE ORDER FEBRUARY 2019 FROM EASYBEATS ( REPEAT AND NEW DROP
AR.ESB-SB003,EBT SLR POCK BLACK,ESB,VIRIDIFELLOW,11,T-SHIRT,1,CASUAL,2019-02-08 00:00:00.000,2019-05-09 00:00:00.000,1,BLACK,M,,100750,155000,RECEIVE ORDER FEBRUARY 2019 FROM EASYBEATS ( REPEAT AND NEW DROP
AR.ESB-SB004,EBT SOURCE,ESB,VIRIDIFELLOW,11,T-SHIRT,1,CASUAL,2019-02-08 00:00:00.000,2019-05-09 00:00:00.000,19,GREEN,M,,91000,140000,RECEIVE ORDER FEBRUARY 2019 FROM EASYBEATS ( REPEAT AND NEW DROP
AR.ESB-SB005,EBT LG HIDDEN,ESB,VIRIDIFELLOW,11,T-SHIRT,1,CASUAL,2019-02-08 00:00:00.000,2019-05-09 00:00:00.000,1,BLACK,M,,91000,140000,RECEIVE ORDER FEBRUARY 2019 FROM EASYBEATS ( REPEAT AND NEW DROP
AR.ESB-SB006,EBT PHONE WHITE,ESB,VIRIDIFELLOW,11,T-SHIRT,1,CASUAL,2019-02-08 00:00:00.000,2019-05-09 00:00:00.000,37,WHITE,M,,91000,140000,RECEIVE ORDER FEBRUARY 2019 FROM EASYBEATS ( REPEAT AND NEW DROP
AR.ESB-SB007,EBT PHONE YELLOW,ESB,VIRIDIFELLOW,11,T-SHIRT,1,CASUAL,2019-02-08 00:00:00.000,2019-05-09 00:00:00.000,100,YELLOW,M,,91000,140000,RECEIVE ORDER FEBRUARY 2019 FROM EASYBEATS ( REPEAT AND NEW DROP
AR.ESB-SC001,EBSWT ESY CO,ESB,VIRIDIFELLOW,10,SWEATER,3,HOODIE,2019-03-19 00:00:00.000,2019-06-17 00:00:00.000,19,GREEN,M,,204750,315000,RECEIVE ORDER MARCH 2019 FROM EASYBEATS
AR.ESB-SC002,EBSWT BEATS NV,ESB,VIRIDIFELLOW,10,SWEATER,3,HOODIE,2019-03-19 00:00:00.000,2019-06-17 00:00:00.000,27,NAVY,M,,204750,315000,RECEIVE ORDER MARCH 2019 FROM EASYBEATS
AR.ESB-SC003,EBT BASIC POCK BLOOM,ESB,VIRIDIFELLOW,11,T-SHIRT,1,CASUAL,2019-03-26 00:00:00.000,2021-09-12 00:00:00.000,31,PEACH,M,,91000,140000,RECEIVE ORDER MARCH 2019
