articleCode,articleName,VendorKey,VendorName,categoryInit,categoryName,TypeInit,TypeName,startDate,expireDate,colourInit,colourName,sex,picture,basePrice,salePrice,notes
AR.VLD-QK012,TS AUDIO WHITE,VLD,GLAMRANGE,11,T-SHIRT,1,CASUAL,2017-11-11 00:00:00.000,2018-02-09 00:00:00.000,37,WHITE,M,,84000,120000,RECEIVE ORDER NOVEMBER 2017
AR.VLD-QK013,TS GO AS MISTY,VLD,GLAMRANGE,11,T-SHIRT,1,CASUAL,2017-11-11 00:00:00.000,2018-02-09 00:00:00.000,25,MISTY,M,,91000,130000,RECEIVE ORDER NOVEMBER 2017
AR.VLD-QK014,TS PINGUIN WHITE,VLD,GLAMRANGE,11,T-SHIRT,1,CASUAL,2017-11-11 00:00:00.000,2018-02-09 00:00:00.000,37,WHITE,M,,84000,120000,RECEIVE ORDER NOVEMBER 2017
AR.VLD-QK015,HT WATER P YELLOW,VLD,GLAMRANGE,3,HAT,1,CASUAL,2017-11-11 00:00:00.000,2018-02-09 00:00:00.000,100,YELLOW,M,,84000,120000,RECEIVE ORDER NOVEMBER 2017
AR.VLD-QK016,HT LOGO NAVY,VLD,GLAMRANGE,3,HAT,1,CASUAL,2017-11-11 00:00:00.000,2018-02-09 00:00:00.000,27,NAVY,M,,84000,120000,RECEIVE ORDER NOVEMBER 2017
AR.VLD-QK017,HT LOGO YELLOW,VLD,GLAMRANGE,3,HAT,1,CASUAL,2017-11-11 00:00:00.000,2018-02-09 00:00:00.000,100,YELLOW,M,,84000,120000,RECEIVE ORDER NOVEMBER 2017
AR.VLD-QK018,HT LOGO WHITE,VLD,GLAMRANGE,1,ACCESSORIES,3,CD,2017-11-11 00:00:00.000,2018-02-09 00:00:00.000,37,WHITE,M,,84000,120000,RECEIVE ORDER NOVEMBER 2017
AR.VLD-QK019,HT LOGO PINK,VLD,GLAMRANGE,3,HAT,1,CASUAL,2017-11-11 00:00:00.000,2018-02-09 00:00:00.000,32,PINK,M,,84000,120000,RECEIVE ORDER NOVEMBER 2017
AR.VLD-QK020,HT BAD SMILE PINK,VLD,GLAMRANGE,3,HAT,1,CASUAL,2017-11-11 00:00:00.000,2018-02-09 00:00:00.000,32,PINK,M,,84000,120000,RECEIVE ORDER NOVEMBER 2017
AR.VLD-QK021,SP GREY CV,VLD,GLAMRANGE,5,PANTS,4,SHORT PANTS,2017-11-11 00:00:00.000,2018-02-09 00:00:00.000,21,GREY,M,,122500,175000,RECEIVE ORDER NOVEMBER 2017
AR.VLD-QK022,SP OLIVE RS,VLD,GLAMRANGE,5,PANTS,4,SHORT PANTS,2017-11-11 00:00:00.000,2018-02-09 00:00:00.000,19,GREEN,M,,122500,175000,RECEIVE ORDER NOVEMBER 2017
AR.VLD-QK023,SP BORWN RS,VLD,GLAMRANGE,5,PANTS,4,SHORT PANTS,2017-11-11 00:00:00.000,2018-02-09 00:00:00.000,7,BROWN,M,,122500,175000,RECEIVE ORDER NOVEMBER 2017
AR.VLD-QK024,SP NAVY RS,VLD,GLAMRANGE,5,PANTS,4,SHORT PANTS,2017-11-11 00:00:00.000,2018-02-09 00:00:00.000,27,NAVY,M,,122500,175000,RECEIVE ORDER NOVEMBER 2017
AR.VLD-QK025,BSP BLACK VC,VLD,GLAMRANGE,5,PANTS,4,SHORT PANTS,2017-11-11 00:00:00.000,2018-02-09 00:00:00.000,1,BLACK,M,,119000,170000,RECEIVE ORDER NOVEMBER 2017
AR.VLD-QK026,HD WLWS BLACK,VLD,GLAMRANGE,10,SWEATER,3,HOODIE,2017-11-12 00:00:00.000,2018-02-10 00:00:00.000,1,BLACK,M,,175000,250000,RECEIVE ORDER NOVEMBER 2017
AR.VLD-QK027,CN BURGER MISTY,VLD,GLAMRANGE,10,SWEATER,1,CASUAL,2017-11-12 00:00:00.000,2018-02-10 00:00:00.000,25,MISTY,M,,150500,215000,RECEIVE ORDER NOVEMBER 2017
AR.VLD-QK028,CN BRAVE MISTY,VLD,GLAMRANGE,10,SWEATER,1,CASUAL,2017-11-12 00:00:00.000,2018-02-10 00:00:00.000,25,MISTY,M,,150500,215000,RECEIVE ORDER NOVEMBER 2017
AR.VLD-QK029,CN BURGER MAROON,VLD,GLAMRANGE,10,SWEATER,1,CASUAL,2017-11-12 00:00:00.000,2018-02-10 00:00:00.000,24,MAROON,M,,150500,215000,RECEIVE ORDER NOVEMBER 2017
AR.VLD-QK030,BP LATE GREY,VLD,GLAMRANGE,2,BAG,1,BAG PACK,2017-11-13 00:00:00.000,2018-02-11 00:00:00.000,21,GREY,M,,157500,225000,RECEIVE ORDER NOVEMBER 2017
AR.VLD-QK031,BP LATE BLACK,VLD,GLAMRANGE,2,BAG,1,BAG PACK,2017-11-13 00:00:00.000,2018-02-11 00:00:00.000,1,BLACK,M,,157500,225000,RECEIVE ORDER NOVEMBER 2017
AR.VLD-QK032,BP LATE NAVY,VLD,GLAMRANGE,2,BAG,1,BAG PACK,2017-11-13 00:00:00.000,2018-02-11 00:00:00.000,27,NAVY,M,,157500,225000,RECEIVE ORDER NOVEMBER 2017
AR.VLD-QK033,BP FIRST NAVY,VLD,GLAMRANGE,2,BAG,1,BAG PACK,2017-11-13 00:00:00.000,2018-02-11 00:00:00.000,27,NAVY,M,,122500,175000,RECEIVE ORDER NOVEMBER 2017
AR.VLD-QK034,BP FIRST RED,VLD,GLAMRANGE,2,BAG,1,BAG PACK,2017-11-13 00:00:00.000,2018-02-11 00:00:00.000,34,RED,M,,122500,175000,RECEIVE ORDER NOVEMBER 2017
AR.VLD-QK035,BP MAROON,VLD,GLAMRANGE,2,BAG,1,BAG PACK,2017-11-13 00:00:00.000,2018-02-11 00:00:00.000,24,MAROON,M,,122500,175000,RECEIVE ORDER NOVEMBER 2017
AR.VLD-QK036,BP FIRST VIOLET,VLD,GLAMRANGE,2,BAG,1,BAG PACK,2017-11-13 00:00:00.000,2018-02-11 00:00:00.000,0,NA,M,,122500,175000,RECEIVE ORDER NOVEMBER 2017
AR.VLD-QK037,BP GIMMICK BLACK,VLD,GLAMRANGE,2,BAG,1,BAG PACK,2017-11-13 00:00:00.000,2018-02-11 00:00:00.000,1,BLACK,M,,143500,205000,RECEIVE ORDER NOVEMBER 2017
AR.VLD-QK038,BP GIMMICK NAVY,VLD,GLAMRANGE,2,BAG,1,BAG PACK,2017-11-13 00:00:00.000,2018-02-11 00:00:00.000,27,NAVY,M,,143500,205000,RECEIVE ORDER NOVEMBER 2017
AR.VLD-QK039,BP BASIC NAVY,VLD,GLAMRANGE,2,BAG,1,BAG PACK,2017-11-13 00:00:00.000,2018-02-11 00:00:00.000,27,NAVY,M,,136500,195000,RECEIVE ORDER NOVEMBER 2017
AR.VLD-QK040,BP BASIC BLACK,VLD,GLAMRANGE,2,BAG,1,BAG PACK,2017-11-13 00:00:00.000,2018-02-11 00:00:00.000,1,BLACK,M,,136500,195000,RECEIVE ORDER NOVEMBER 2017
AR.VLD-QK041,SB COVER NAVY,VLD,GLAMRANGE,2,BAG,1,BAG PACK,2017-11-13 00:00:00.000,2018-02-11 00:00:00.000,27,NAVY,M,,136500,195000,RECEIVE ORDER NOVEMBER 2017
AR.VLD-QK042,SB COVER BLACK,VLD,GLAMRANGE,2,BAG,1,BAG PACK,2017-11-13 00:00:00.000,2018-02-11 00:00:00.000,1,BLACK,M,,136500,195000,RECEIVE ORDER NOVEMBER 2017
AR.VLD-QL001,HT LOGO 5 PANEL ARMY BLACK,VLD,GLAMRANGE,3,HAT,2,GENERAL,2017-12-06 00:00:00.000,2018-03-06 00:00:00.000,8,CAMO,M,,84000,120000,RECEIVE ORDER DECEMBER 2017
AR.VLD-QL002,HT LOGO 5 PANEL ARMY WHITE,VLD,GLAMRANGE,3,HAT,2,GENERAL,2017-12-06 00:00:00.000,2018-03-06 00:00:00.000,8,CAMO,M,,84000,120000,RECEIVE ORDER DECEMBER 2017
AR.VLD-QL003,HT BLANA BLACK - NV,VLD,GLAMRANGE,3,HAT,2,GENERAL,2017-12-06 00:00:00.000,2018-03-06 00:00:00.000,1,BLACK,M,,91000,130000,RECEIVE ORDER DECEMBER 2017
AR.VLD-QL004,HT HELMET BLACK,VLD,GLAMRANGE,3,HAT,2,GENERAL,2017-12-06 00:00:00.000,2018-03-06 00:00:00.000,1,BLACK,M,,84000,120000,RECEIVE ORDER DECEMBER 2017
AR.VLD-QL005,HT HELMET GREEN,VLD,GLAMRANGE,3,HAT,2,GENERAL,2017-12-06 00:00:00.000,2018-03-06 00:00:00.000,19,GREEN,M,,84000,120000,RECEIVE ORDER DECEMBER 2017
AR.VLD-QL006,ZH - SKULL BLACK,VLD,GLAMRANGE,10,SWEATER,4,ZIP HOOD,2017-12-19 00:00:00.000,2018-03-19 00:00:00.000,1,BLACK,M,,178500,255000,RECEIVE ORDER DECEMBER 2017
AR.VLD-QL007,HT PENGUIN PINK,VLD,GLAMRANGE,3,HAT,2,GENERAL,2017-12-19 00:00:00.000,2018-03-19 00:00:00.000,32,PINK,M,,84000,120000,RECEIVE ORDER DECEMBER 2017
AR.VLD-QL008,HT PENGUIN TOSCA,VLD,GLAMRANGE,3,HAT,2,GENERAL,2017-12-19 00:00:00.000,2018-03-19 00:00:00.000,36,TOSCA,M,,84000,120000,RECEIVE ORDER DECEMBER 2017
AR.VLD-QL009,HT RED LIPS YELLOW,VLD,GLAMRANGE,3,HAT,2,GENERAL,2017-12-19 00:00:00.000,2018-03-19 00:00:00.000,100,YELLOW,M,,84000,120000,RECEIVE ORDER DECEMBER 2017
AR.VLD-QL010,HT RED LIPS NAVY,VLD,GLAMRANGE,3,HAT,2,GENERAL,2017-12-19 00:00:00.000,2018-03-19 00:00:00.000,27,NAVY,M,,84000,120000,RECEIVE ORDER DECEMBER 2017
AR.VLD-QL011,HT BAD SMILE BROWN,VLD,GLAMRANGE,3,HAT,2,GENERAL,2017-12-19 00:00:00.000,2018-03-19 00:00:00.000,7,BROWN,M,,84000,120000,RECEIVE ORDER DECEMBER 2017
AR.VLD-QL012,HT REAL LIFE VIOLET,VLD,GLAMRANGE,3,HAT,2,GENERAL,2017-12-19 00:00:00.000,2018-03-19 00:00:00.000,0,NA,M,,84000,120000,RECEIVE ORDER DECEMBER 2017
AR.VLD-RA001,NONA PEACH,VLD,GLAMRANGE,3,HAT,2,GENERAL,2018-01-09 00:00:00.000,2018-04-09 00:00:00.000,31,PEACH,M,,84000,120000,RECEIVE ORDER JANUARY 2018
AR.VLD-RB001,SB - FEATHER DARK GREY,VLD,GLAMRANGE,2,BAG,5,SLING BAG,2018-02-02 00:00:00.000,2018-05-03 00:00:00.000,21,GREY,M,,115500,165000,RECEIVE ORDER FEBRUARY 2018
AR.VLD-RB002,SB - NAVAJO BLACK,VLD,GLAMRANGE,2,BAG,5,SLING BAG,2018-02-02 00:00:00.000,2018-05-03 00:00:00.000,1,BLACK,M,,115500,165000,RECEIVE ORDER FEBRUARY 2018
AR.VLD-RB003,SH - FLORA GREY,VLD,GLAMRANGE,8,SHIRT,3,SHORT SHIRT,2018-02-02 00:00:00.000,2018-05-03 00:00:00.000,21,GREY,M,,157500,225000,RECEIVE ORDER FEBRUARY 2018
AR.VLD-RB004,SH - FLORA GREEN,VLD,GLAMRANGE,8,SHIRT,3,SHORT SHIRT,2018-02-02 00:00:00.000,2018-05-03 00:00:00.000,19,GREEN,M,,157500,225000,RECEIVE ORDER FEBRUARY 2018
AR.VLD-RB005,SH - FOREST OLIVE,VLD,GLAMRANGE,8,SHIRT,2,LONG SHIRT,2018-02-02 00:00:00.000,2018-05-03 00:00:00.000,19,GREEN,M,,171500,245000,RECEIVE ORDER FEBRUARY 2018
AR.VLD-RB006,SH - LS OCEAN BLUE,VLD,GLAMRANGE,8,SHIRT,2,LONG SHIRT,2018-02-02 00:00:00.000,2018-05-03 00:00:00.000,4,BLUE,M,,171500,245000,RECEIVE ORDER FEBRUARY 2018
AR.VLD-RB007,HT -  365 MAROON,VLD,GLAMRANGE,3,HAT,2,GENERAL,2018-02-02 00:00:00.000,2018-05-03 00:00:00.000,24,MAROON,M,,84000,120000,RECEIVE ORDER FEBRUARY 2018
AR.VLD-RB008,HT - EGG PINK,VLD,GLAMRANGE,3,HAT,2,GENERAL,2018-02-02 00:00:00.000,2018-05-03 00:00:00.000,32,PINK,M,,84000,120000,RECEIVE ORDER FEBRUARY 2018
AR.VLD-RB009,HT - ENLIGHT PINK,VLD,GLAMRANGE,3,HAT,2,GENERAL,2018-02-02 00:00:00.000,2018-05-03 00:00:00.000,32,PINK,M,,84000,120000,RECEIVE ORDER FEBRUARY 2018
AR.VLD-RB010,HT - FCK WHT PINK,VLD,GLAMRANGE,3,HAT,2,GENERAL,2018-02-02 00:00:00.000,2018-05-03 00:00:00.000,32,PINK,M,,84000,120000,RECEIVE ORDER FEBRUARY 2018
AR.VLD-RB011,HT - FCK OUTLINE PINK,VLD,GLAMRANGE,3,HAT,2,GENERAL,2018-02-02 00:00:00.000,2018-05-03 00:00:00.000,32,PINK,M,,84000,120000,RECEIVE ORDER FEBRUARY 2018
AR.VLD-RB012,HT - BURGER PINK,VLD,GLAMRANGE,3,HAT,2,GENERAL,2018-02-02 00:00:00.000,2018-05-03 00:00:00.000,32,PINK,M,,84000,120000,RECEIVE ORDER FEBRUARY 2018
AR.VLD-RB013,HT - TRIPLE P PINK,VLD,GLAMRANGE,3,HAT,2,GENERAL,2018-02-02 00:00:00.000,2018-05-03 00:00:00.000,32,PINK,M,,84000,120000,RECEIVE ORDER FEBRUARY 2018
AR.VLD-RB014,HT - UNLIMITED PINK,VLD,GLAMRANGE,3,HAT,2,GENERAL,2018-02-02 00:00:00.000,2018-05-03 00:00:00.000,32,PINK,M,,84000,120000,RECEIVE ORDER FEBRUARY 2018
AR.VLD-RB015,HT - GO AS WHITE,VLD,GLAMRANGE,3,HAT,2,GENERAL,2018-02-02 00:00:00.000,2018-05-03 00:00:00.000,37,WHITE,M,,84000,120000,RECEIVE ORDER FEBRUARY 2018
AR.VLD-RB016,HT - TR FONT BLACK,VLD,GLAMRANGE,3,HAT,2,GENERAL,2018-02-02 00:00:00.000,2018-05-03 00:00:00.000,1,BLACK,M,,84000,120000,RECEIVE ORDER FEBRUARY 2018
AR.VLD-RB017,HT - TR CAR BLACK,VLD,GLAMRANGE,3,HAT,2,GENERAL,2018-02-02 00:00:00.000,2018-05-03 00:00:00.000,1,BLACK,M,,84000,120000,RECEIVE ORDER FEBRUARY 2018
AR.VLD-RB018,JKT - COLUMBIA GRN/YLW,VLD,GLAMRANGE,4,JACKET,1,GENERAL,2018-02-02 00:00:00.000,2018-05-03 00:00:00.000,19,GREEN,M,,185500,265000,RECEIVE ORDER FEBRUARY 2018
AR.VLD-RB019,JKT - LINE GREY,VLD,GLAMRANGE,4,JACKET,1,GENERAL,2018-02-02 00:00:00.000,2018-05-03 00:00:00.000,21,GREY,M,,185500,265000,RECEIVE ORDER FEBRUARY 2018
AR.VLD-RB020,JKT - UNLIMITED BLUE,VLD,GLAMRANGE,4,JACKET,1,GENERAL,2018-02-02 00:00:00.000,2018-05-03 00:00:00.000,4,BLUE,M,,185500,265000,RECEIVE ORDER FEBRUARY 2018
AR.VLD-RB021,JKT - UNLIMITED GREEN,VLD,GLAMRANGE,4,JACKET,1,GENERAL,2018-02-02 00:00:00.000,2018-05-03 00:00:00.000,19,GREEN,M,,185500,265000,RECEIVE ORDER FEBRUARY 2018
AR.VLD-RB022,HT - PLAID OG BLUE,VLD,GLAMRANGE,3,HAT,2,GENERAL,2018-02-02 00:00:00.000,2018-05-03 00:00:00.000,4,BLUE,M,,91000,130000,RECEIVE ORDER FEBRUARY 2018
AR.VLD-RB023,HT - PLAID OG NAVY,VLD,GLAMRANGE,3,HAT,2,GENERAL,2018-02-02 00:00:00.000,2018-05-03 00:00:00.000,27,NAVY,M,,105000,150000,RECEIVE ORDER FEBRUARY 2018
AR.VLD-RB024,HT - PLAID OG BROWN,VLD,GLAMRANGE,3,HAT,2,GENERAL,2018-02-02 00:00:00.000,2018-05-03 00:00:00.000,7,BROWN,M,,91000,130000,RECEIVE ORDER FEBRUARY 2018
AR.VLD-RB025,HT - PLAID FLAG RED,VLD,GLAMRANGE,3,HAT,2,GENERAL,2018-02-02 00:00:00.000,2018-05-03 00:00:00.000,34,RED,M,,105000,150000,RECEIVE ORDER FEBRUARY 2018
AR.VLD-RB026,HT - CD BROWN,VLD,GLAMRANGE,3,HAT,2,GENERAL,2018-02-02 00:00:00.000,2018-05-03 00:00:00.000,7,BROWN,M,,105000,150000,RECEIVE ORDER FEBRUARY 2018
AR.VLD-RB027,HT - PLAID OUVAL BLACK,VLD,GLAMRANGE,3,HAT,2,GENERAL,2018-02-02 00:00:00.000,2018-05-03 00:00:00.000,1,BLACK,M,,105000,150000,RECEIVE ORDER FEBRUARY 2018
AR.VLD-RB028,HT - ENLIGHT NAVY,VLD,GLAMRANGE,3,HAT,2,GENERAL,2018-02-02 00:00:00.000,2018-05-03 00:00:00.000,27,NAVY,M,,105000,150000,RECEIVE ORDER FEBRUARY 2018
AR.VLD-RC001,JKT - UNLIMITED NAVY,VLD,GLAMRANGE,4,JACKET,1,GENERAL,2018-03-18 00:00:00.000,2018-06-16 00:00:00.000,27,NAVY,M,,172250,265000,RECEIVE ORDER MARCH 2018
AR.VLD-RC002,JKT - UNLIMITED YELLOW,VLD,GLAMRANGE,4,JACKET,1,GENERAL,2018-03-18 00:00:00.000,2018-06-16 00:00:00.000,100,YELLOW,M,,172250,265000,RECEIVE ORDER MARCH 2018
AR.VLD-RC003,JKT - UNLIMITED RED,VLD,GLAMRANGE,4,JACKET,1,GENERAL,2018-03-18 00:00:00.000,2018-06-16 00:00:00.000,34,RED,M,,172250,265000,RECEIVE ORDER MARCH 2018
AR.VLD-RC004,JKT - UNLIMITED BLACK,VLD,GLAMRANGE,4,JACKET,1,GENERAL,2018-03-18 00:00:00.000,2018-06-16 00:00:00.000,1,BLACK,M,,172250,265000,RECEIVE ORDER MARCH 2018
AR.VLD-RC005,JKT - UNLIMITED ARMY GREY,VLD,GLAMRANGE,4,JACKET,1,GENERAL,2018-03-18 00:00:00.000,2018-06-16 00:00:00.000,21,GREY,M,,172250,265000,RECEIVE ORDER MARCH 2018
AR.VLD-RC006,JKT - UNLIMITED ARMY GREEN,VLD,GLAMRANGE,4,JACKET,1,GENERAL,2018-03-18 00:00:00.000,2018-06-16 00:00:00.000,20,GREEN ARMY,M,,172250,265000,RECEIVE ORDER MARCH 2018
AR.VLD-RC007,JKT - LINES GREY/BLK,VLD,GLAMRANGE,4,JACKET,1,GENERAL,2018-03-18 00:00:00.000,2018-06-16 00:00:00.000,1,BLACK,M,,172250,265000,RECEIVE ORDER MARCH 2018
AR.VLD-RC008,JKT - SWEDEN NAVY/YELLOW,VLD,GLAMRANGE,4,JACKET,1,GENERAL,2018-03-18 00:00:00.000,2018-06-16 00:00:00.000,27,NAVY,M,,172250,265000,RECEIVE ORDER MARCH 2018
AR.VLD-RC009,TS WILD CAT BLACK,VLD,GLAMRANGE,11,T-SHIRT,1,CASUAL,2018-03-18 00:00:00.000,2018-06-16 00:00:00.000,1,BLACK,M,,84500,130000,RECEIVE ORDER MARCH 2018
AR.VLD-RC010,TS CURE CAT BLACK,VLD,GLAMRANGE,11,T-SHIRT,1,CASUAL,2018-03-18 00:00:00.000,2018-06-16 00:00:00.000,1,BLACK,M,,84500,130000,RECEIVE ORDER MARCH 2018
AR.VLD-RC011,TS GATOR BLACK,VLD,GLAMRANGE,11,T-SHIRT,1,CASUAL,2018-03-18 00:00:00.000,2018-06-16 00:00:00.000,1,BLACK,M,,84500,130000,RECEIVE ORDER MARCH 2018
AR.VLD-RC012,TS LEPARD BLACK,VLD,GLAMRANGE,11,T-SHIRT,1,CASUAL,2018-03-18 00:00:00.000,2018-06-16 00:00:00.000,1,BLACK,M,,84500,130000,RECEIVE ORDER MARCH 2018
AR.VLD-RC013,TS STRIPTIS NAVY,VLD,GLAMRANGE,11,T-SHIRT,1,CASUAL,2018-03-18 00:00:00.000,2018-06-16 00:00:00.000,0,NA,M,,91000,140000,RECEIVE ORDER MARCH 2018
AR.VLD-RC014,HT - PC ZIGZAG OLIVE GREEN,VLD,GLAMRANGE,3,HAT,1,CASUAL,2018-03-18 00:00:00.000,2018-06-16 00:00:00.000,19,GREEN,M,,84500,130000,RECEIVE ORDER MARCH 2018
AR.VLD-RC015,HT - 5P LOG P NAVY,VLD,GLAMRANGE,3,HAT,1,CASUAL,2018-03-18 00:00:00.000,2018-06-16 00:00:00.000,27,NAVY,M,,81250,125000,RECEIVE ORDER MARCH 2018
AR.VLD-RC016,HT - TR P BOX BW,VLD,GLAMRANGE,3,HAT,3,TRUCKER,2018-03-18 00:00:00.000,2018-06-16 00:00:00.000,1,BLACK,M,,78000,120000,RECEIVE ORDER MARCH 2018
AR.VLD-RC017,HT - TR P BOX FULL BLACK,VLD,GLAMRANGE,3,HAT,3,TRUCKER,2018-03-18 00:00:00.000,2018-06-16 00:00:00.000,1,BLACK,M,,78000,120000,RECEIVE ORDER MARCH 2018
AR.VLD-RC018,HT - TR 365 BW TRUCKER,VLD,GLAMRANGE,3,HAT,3,TRUCKER,2018-03-18 00:00:00.000,2018-06-16 00:00:00.000,1,BLACK,M,,78000,120000,RECEIVE ORDER MARCH 2018
AR.VLD-RC019,HT - TR 365 BLACK TRUCKER,VLD,GLAMRANGE,3,HAT,3,TRUCKER,2018-03-18 00:00:00.000,2018-06-16 00:00:00.000,1,BLACK,M,,78000,120000,RECEIVE ORDER MARCH 2018
AR.VLD-RC020,HT - TR TIME BOMB BLACK,VLD,GLAMRANGE,3,HAT,3,TRUCKER,2018-03-18 00:00:00.000,2018-06-16 00:00:00.000,1,BLACK,M,,78000,120000,RECEIVE ORDER MARCH 2018
AR.VLD-RC021,HT - LOGO RED/ NAVY,VLD,GLAMRANGE,3,HAT,3,TRUCKER,2018-03-18 00:00:00.000,2018-06-16 00:00:00.000,34,RED,M,,84500,130000,RECEIVE ORDER MARCH 2018
AR.VLD-RC022,HT - LOGO BLACK,VLD,GLAMRANGE,3,HAT,3,TRUCKER,2018-03-18 00:00:00.000,2018-06-16 00:00:00.000,1,BLACK,M,,78000,120000,RECEIVE ORDER MARCH 2018
AR.VLD-RC023,SB - LOG BOX CREAM,VLD,GLAMRANGE,2,BAG,5,SLING BAG,2018-03-18 00:00:00.000,2018-06-16 00:00:00.000,10,CREAM,M,,120250,185000,RECEIVE ORDER MARCH 2018
AR.VLD-RC024,SB - LOGO P CVS NAVY,VLD,GLAMRANGE,2,BAG,5,SLING BAG,2018-03-18 00:00:00.000,2018-06-16 00:00:00.000,27,NAVY,M,,120250,185000,RECEIVE ORDER MARCH 2018
AR.VLD-RC025,SB - FLYIN BROWN,VLD,GLAMRANGE,2,BAG,5,SLING BAG,2018-03-18 00:00:00.000,2018-06-16 00:00:00.000,7,BROWN,M,,126750,195000,RECEIVE ORDER MARCH 2018
AR.VLD-RC026,SB - FLYIN DARK GREY,VLD,GLAMRANGE,2,BAG,5,SLING BAG,2018-03-18 00:00:00.000,2018-06-16 00:00:00.000,21,GREY,M,,126750,195000,RECEIVE ORDER MARCH 2018
AR.VLD-RC027,BP CLEAR CVS NAVY,VLD,GLAMRANGE,2,BAG,1,BAG PACK,2018-03-18 00:00:00.000,2018-06-16 00:00:00.000,27,NAVY,M,,178750,275000,RECEIVE ORDER MARCH 2018
AR.VLD-RC028,BP CLEAR GREY,VLD,GLAMRANGE,2,BAG,1,BAG PACK,2018-03-18 00:00:00.000,2018-06-16 00:00:00.000,21,GREY,M,,178750,275000,RECEIVE ORDER MARCH 2018
AR.VLD-RC029,BP LATE CVS NAVY,VLD,GLAMRANGE,2,BAG,1,BAG PACK,2018-03-18 00:00:00.000,2018-06-16 00:00:00.000,27,NAVY,M,,250250,385000,RECEIVE ORDER MARCH 2018
AR.VLD-RE001,HT - LOGO WHITE,VLD,GLAMRANGE,3,HAT,1,CASUAL,2018-05-13 00:00:00.000,2018-08-11 00:00:00.000,37,WHITE,M,,78000,120000,RECEIVE ORDER MAY 2018
AR.VLD-RE002,HT - LOGO NAVY,VLD,GLAMRANGE,3,HAT,1,CASUAL,2018-05-13 00:00:00.000,2018-08-11 00:00:00.000,27,NAVY,M,,78000,120000,RECEIVE ORDER MAY 2018
AR.VLD-RE003,HT - RED LIPS YELLOW,VLD,GLAMRANGE,3,HAT,1,CASUAL,2018-05-13 00:00:00.000,2018-08-11 00:00:00.000,100,YELLOW,M,,78000,120000,RECEIVE ORDER MAY 2018
AR.VLD-RE004,HT - BC ANARK ARMY,VLD,GLAMRANGE,3,HAT,2,GENERAL,2018-05-29 00:00:00.000,2018-08-27 00:00:00.000,19,GREEN,M,,84500,130000,RECEIVE ORDER MAY 2018
AR.VLD-RE005,PC - ANARK GREEN,VLD,GLAMRANGE,3,HAT,2,GENERAL,2018-05-29 00:00:00.000,2018-08-27 00:00:00.000,19,GREEN,M,,97500,150000,RECEIVE ORDER MAY 2018
AR.VLD-RE006,HT -  5P FONT BOX NAVY,VLD,GLAMRANGE,3,HAT,2,GENERAL,2018-05-29 00:00:00.000,2018-08-27 00:00:00.000,27,NAVY,M,,91000,140000,RECEIVE ORDER MAY 2018
AR.VLD-RE007,HT - 5P NOT NICE NAVY,VLD,GLAMRANGE,3,HAT,2,GENERAL,2018-05-29 00:00:00.000,2018-08-27 00:00:00.000,27,NAVY,M,,91000,140000,RECEIVE ORDER MAY 2018
AR.VLD-RE008,HT - CHICKEN GREY,VLD,GLAMRANGE,3,HAT,2,GENERAL,2018-05-29 00:00:00.000,2018-08-27 00:00:00.000,18,GRAY,M,,84500,130000,RECEIVE ORDER MAY 2018
AR.VLD-RE009,SB - LOG P CVS NAVY,VLD,GLAMRANGE,2,BAG,5,SLING BAG,2018-05-29 00:00:00.000,2018-08-27 00:00:00.000,27,NAVY,M,,120250,185000,RECEIVE ORDER MAY 2018
AR.VLD-RE010,SB - GUD NN BROWN,VLD,GLAMRANGE,2,BAG,5,SLING BAG,2018-05-29 00:00:00.000,2018-08-27 00:00:00.000,7,BROWN,M,,113750,175000,RECEIVE ORDER MAY 2018
AR.VLD-RE011,SB - GUD NN KHAKI,VLD,GLAMRANGE,2,BAG,5,SLING BAG,2018-05-29 00:00:00.000,2018-08-27 00:00:00.000,23,KHAKI,M,,113750,175000,RECEIVE ORDER MAY 2018
AR.VLD-RE012,SB - GUD NN GREEN,VLD,GLAMRANGE,2,BAG,5,SLING BAG,2018-05-29 00:00:00.000,2018-08-27 00:00:00.000,19,GREEN,M,,113750,175000,RECEIVE ORDER MAY 2018
AR.VLD-RE013,SB GUD NN CREAM,VLD,GLAMRANGE,2,BAG,5,SLING BAG,2018-05-29 00:00:00.000,2018-08-27 00:00:00.000,10,CREAM,M,,113750,175000,RECEIVE ORDER MAY 2018
AR.VLD-RE014,SB - GUD NN DARK GREY,VLD,GLAMRANGE,2,BAG,5,SLING BAG,2018-05-29 00:00:00.000,2018-08-27 00:00:00.000,18,GRAY,M,,113750,175000,RECEIVE ORDER MAY 2018
AR.VLD-RE015,SP BLACK CV,VLD,GLAMRANGE,5,PANTS,4,SHORT PANTS,2018-05-29 00:00:00.000,2018-08-27 00:00:00.000,1,BLACK,M,,113750,175000,RECEIVE ORDER MAY 2018
AR.VLD-RH001,PS POLCHICK GREEN,VLD,GLAMRANGE,6,POLO SHIRT,1,GENERAL,2018-08-07 00:00:00.000,2018-11-05 00:00:00.000,19,GREEN,M,,120250,185000,RECEIVE ORDER AUGUST 2018
