articleCode,barcode,sizes,CurrentBasePrice,CurrentSalePrice,consignment,consignmentRp,qty,status
AR.BOY-QA004,20ARQA0100,M,97500,150000,0,52500,0,0
AR.BOY-QA004,20ARQA0101,L,97500,150000,0,52500,0,0
AR.BOY-QB001,20ARQB0287,S,123500,190000,0,66500,0,0
AR.BOY-QB001,20ARQB0288,M,123500,190000,0,66500,0,0
AR.BOY-QB001,20ARQB0289,L,123500,190000,0,66500,0,0
AR.BOY-QB002,20ARQB0290,S,97500,150000,0,52500,0,0
AR.BOY-QB002,20ARQB0291,M,97500,150000,0,52500,0,0
AR.BOY-QB002,20ARQB0292,L,97500,150000,0,52500,0,0
AR.BOY-QB002,20ARQD0041,XL,97500,150000,0,52500,0,0
AR.BOY-QB003,20ARQB0293,S,107250,165000,0,57750,0,0
AR.BOY-QB003,20ARQB0294,M,107250,165000,0,57750,0,0
AR.BOY-QB003,20ARQB0295,L,107250,165000,0,57750,0,0
AR.BOY-QB004,20ARQB0296,S,107250,165000,0,57750,0,0
AR.BOY-QB004,20ARQB0297,M,107250,165000,0,57750,0,0
AR.BOY-QB004,20ARQB0298,L,107250,165000,0,57750,0,0
AR.BOY-QC001,20ARQC0030,ALL,146250,225000,0,78750,0,0
AR.BOY-QC002,20ARQC0461,ALL,97500,150000,0,52500,0,0
AR.BOY-QC003,20ARQC0462,ALL,97500,150000,0,52500,0,0
AR.BOY-QC004,20ARQC0463,ALL,185250,285000,0,99750,0,0
AR.BOY-QD001,20ARQD0042,S,162500,250000,0,87500,0,0
AR.BOY-QD001,20ARQD0043,L,162500,250000,0,87500,0,0
AR.BOY-QD001,20ARQD0044,XL,162500,250000,0,87500,0,0
AR.BOY-QD002,20ARQD0045,L,100750,155000,0,54250,0,0
AR.BOY-QD003,20ARQD0046,M,162500,250000,0,87500,0,0
AR.BOY-QD003,20ARQD0047,L,162500,250000,0,87500,0,0
AR.BOY-QD003,20ARQD0048,XL,162500,250000,0,87500,0,0
AR.BOY-QD004,20ARQD0049,S,162500,250000,0,87500,0,0
AR.BOY-QD004,20ARQD0050,M,162500,250000,0,87500,0,0
AR.BOY-QD004,20ARQD0051,L,162500,250000,0,87500,0,0
AR.BOY-QD005,20ARQD0052,M,162500,250000,0,87500,0,0
AR.BOY-QD005,20ARQD0053,L,162500,250000,0,87500,0,0
AR.BOY-QD005,20ARQD0054,XL,162500,250000,0,87500,0,0
AR.BOY-QD006,20ARQD0055,L,100750,155000,0,54250,0,0
AR.BOY-QD007,20ARQD0056,L,100750,155000,0,54250,0,0
AR.BOY-QD008,20ARQD0057,L,100750,155000,0,54250,0,0
AR.BOY-QD009,20ARQD0058,ALL,97500,150000,0,52500,0,0
AR.BOY-QD010,20ARQD0059,S,243750,375000,0,131250,0,0
AR.BOY-QD010,20ARQD0060,M,243750,375000,0,131250,0,0
AR.BOY-QD010,20ARQD0061,L,243750,375000,0,131250,0,0
AR.BOY-QD011,20ARQD0062,M,191750,295000,0,103250,0,0
AR.BOY-QD011,20ARQD0063,L,191750,295000,0,103250,0,0
AR.BOY-QD011,20ARQD0064,XL,191750,295000,0,103250,0,0
AR.BOY-QE001,20ARQE0096,ALL,81250,125000,0,43750,0,0
AR.BOY-QE002,20ARQE0097,ALL,81250,125000,0,43750,0,0
AR.BOY-QE003,20ARQE0359,ALL,97500,150000,0,52500,0,0
AR.BOY-QE004,20ARQE0365,S,84500,130000,0,45500,0,0
AR.BOY-QE004,20ARQE0366,M,84500,130000,0,45500,0,0
AR.BOY-QE004,20ARQE0367,L,84500,130000,0,45500,0,0
AR.BOY-QE005,20ARQE0368,S,84500,130000,0,45500,0,0
AR.BOY-QG001,20ARQG0103,M,97500,150000,0,52500,0,0
AR.BOY-QG001,20ARQG0104,L,97500,150000,0,52500,0,0
AR.BOY-QG001,20ARQG0105,XL,97500,150000,0,52500,0,0
AR.BOY-QG002,20ARQG0106,S,97500,150000,0,52500,0,0
AR.BOY-QG002,20ARQG0107,M,97500,150000,0,52500,0,0
AR.BOY-QG002,20ARQG0108,L,97500,150000,0,52500,0,0
AR.BOY-QG002,20ARQG0109,XL,97500,150000,0,52500,0,0
AR.BOY-QG003,20ARQG0110,M,97500,150000,0,52500,0,0
AR.BOY-QG003,20ARQG0111,L,97500,150000,0,52500,0,0
AR.BOY-QG003,20ARQG0112,XL,97500,150000,0,52500,0,0
AR.BOY-QG004,20ARQG0113,M,97500,150000,0,52500,0,0
AR.BOY-QG004,20ARQG0114,L,97500,150000,0,52500,0,0
AR.BOY-QG004,20ARQG0115,XL,97500,150000,0,52500,0,0
AR.BOY-QG005,20ARQG0116,M,97500,150000,0,52500,0,0
AR.BOY-QG005,20ARQG0117,L,97500,150000,0,52500,0,0
AR.BOY-QG005,20ARQG0118,XL,97500,150000,0,52500,0,0
AR.BOY-QG006,20ARQG0119,S,175500,270000,0,94500,0,0
AR.BOY-QG006,20ARQG0120,M,175500,270000,0,94500,0,0
AR.BOY-QG006,20ARQG0121,L,175500,270000,0,94500,0,0
AR.BOY-QG006,20ARQG0122,XL,175500,270000,0,94500,0,0
AR.BOY-QG007,20ARQG0123,ALL,97500,150000,0,52500,0,0
AR.BOY-QG008,20ARQG0124,ALL,126750,195000,0,68250,0,0
AR.BOY-QI001,20ARQI0084,M,97500,150000,0,52500,0,0
AR.BOY-QI001,20ARQI0085,L,97500,150000,0,52500,0,0
AR.BOY-QI002,20ARQI0086,M,123500,190000,0,66500,0,0
AR.BOY-QI002,20ARQI0087,L,123500,190000,0,66500,0,0
AR.BOY-QI003,20ARQI0088,M,97500,150000,0,52500,0,0
AR.BOY-QI003,20ARQI0089,L,97500,150000,0,52500,0,0
AR.BOY-QI004,20ARQI0090,M,97500,150000,0,52500,0,0
AR.BOY-QI004,20ARQI0091,L,97500,150000,0,52500,0,0
AR.BOY-QI005,20ARQI0092,ALL,97500,150000,0,52500,0,0
AR.BOY-QI006,20ARQI0093,ALL,97500,150000,0,52500,0,0
AR.BOY-QI007,20ARQI0462,S,182000,280000,0,98000,0,0
AR.BOY-QI007,20ARQI0463,M,182000,280000,0,98000,0,0
AR.BOY-QI007,20ARQI0464,L,182000,280000,0,98000,0,0
AR.BOY-QI008,20ARQI0465,S,182000,280000,0,98000,0,0
AR.BOY-QI008,20ARQI0466,M,182000,280000,0,98000,0,0
AR.BOY-QI008,20ARQI0467,L,182000,280000,0,98000,0,0
AR.BOY-RA001,20ARRA0052,S,97500,150000,0,52500,0,0
AR.BOY-RA001,20ARRA0053,M,97500,150000,0,52500,0,0
AR.BOY-RA001,20ARRA0054,L,97500,150000,0,52500,0,0
AR.BOY-RA001,20ARRA0055,XL,97500,150000,0,52500,0,0
AR.BOY-RA002,20ARRA0056,S,97500,150000,0,52500,0,0
AR.BOY-RA002,20ARRA0057,M,97500,150000,0,52500,0,0
AR.BOY-RA002,20ARRA0058,L,97500,150000,0,52500,0,0
AR.BOY-RA002,20ARRA0059,XL,97500,150000,0,52500,0,0
AR.BOY-RA003,20ARRA0060,S,97500,150000,0,52500,0,0
AR.BOY-RA003,20ARRA0061,M,97500,150000,0,52500,0,0
AR.BOY-RA003,20ARRA0062,L,97500,150000,0,52500,0,0
AR.BOY-RA003,20ARRA0063,XL,97500,150000,0,52500,0,0
AR.BOY-RA004,20ARRA0064,S,97500,150000,0,52500,0,0
AR.BOY-RA004,20ARRA0065,M,97500,150000,0,52500,0,0
AR.BOY-RA004,20ARRA0066,L,97500,150000,0,52500,0,0
AR.BOY-RA004,20ARRA0067,XL,97500,150000,0,52500,0,0
AR.BOY-RA005,20ARRA0068,S,243750,375000,0,131250,0,0
AR.BOY-RA005,20ARRA0069,M,243750,375000,0,131250,0,0
AR.BOY-RA005,20ARRA0070,L,243750,375000,0,131250,0,0
AR.BOY-RB001,20ARRB0264,S,126750,195000,0,68250,0,0
AR.BOY-RB001,20ARRB0265,M,126750,195000,0,68250,0,0
AR.BOY-RB001,20ARRB0266,L,126750,195000,0,68250,0,0
AR.BOY-RB001,20ARRB0267,XL,126750,195000,0,68250,0,0
AR.BOY-RB002,20ARRB0268,S,162500,250000,0,87500,0,0
AR.BOY-RB002,20ARRB0269,M,162500,250000,0,87500,0,0
AR.BOY-RB002,20ARRB0270,L,162500,250000,0,87500,0,0
AR.BOY-RB002,20ARRB0271,XL,162500,250000,0,87500,0,0
AR.BOY-RB003,20ARRB0272,ALL,146250,225000,0,78750,0,0
AR.BOY-RE001,20ARRE0110,S,97500,150000,0,52500,0,0
AR.BOY-RE001,20ARRE0111,M,97500,150000,0,52500,0,0
AR.BOY-RE001,20ARRE0112,L,97500,150000,0,52500,0,0
AR.BOY-RE002,20ARRE0113,ALL,178750,275000,0,96250,0,0
AR.BOY-RG001,20ARRG0007,S,97500,150000,0,52500,0,0
AR.BOY-RG001,20ARRG0008,M,97500,150000,0,52500,0,0
AR.BOY-RG001,20ARRG0009,L,97500,150000,0,52500,0,0
AR.BOY-RG002,20ARRG0010,ALL,217750,335000,0,117250,0,0
AR.BOY-RH001,20ARRH0174,S,227500,350000,0,122500,0,0
AR.BOY-RH001,20ARRH0175,M,227500,350000,0,122500,0,0
AR.BOY-RH001,20ARRH0176,L,227500,350000,0,122500,0,0
AR.BOY-RH002,20ARRH0177,ALL,97500,150000,0,52500,0,0
AR.BOY-RH003,20ARRH0178,ALL,42250,65000,0,22750,0,0
AR.BOY-RI001,20ARRI0036,S,97500,150000,0,52500,0,0
AR.BOY-RI001,20ARRI0037,M,97500,150000,0,52500,0,0
AR.BOY-RI001,20ARRI0038,L,97500,150000,0,52500,0,0
AR.BOY-RJ001,20ARRJ0480,S,97500,150000,0,52500,0,0
AR.BOY-RJ001,20ARRJ0481,M,97500,150000,0,52500,0,0
AR.BOY-RJ001,20ARRJ0482,L,97500,150000,0,52500,0,0
AR.BOY-RJ002,20ARRJ0483,S,97500,150000,0,52500,0,0
AR.BOY-RJ002,20ARRJ0484,M,97500,150000,0,52500,0,0
AR.BOY-RJ002,20ARRJ0485,L,97500,150000,0,52500,0,0
AR.BOY-RL001,20ARRL0230,S,97500,150000,0,52500,0,0
AR.BOY-RL001,20ARRL0231,M,97500,150000,0,52500,0,0
AR.BOY-RL001,20ARRL0232,L,97500,150000,0,52500,0,0
AR.BOY-RL001,20ARRL0233,XL,97500,150000,0,52500,0,0
AR.BOY-RL002,20ARRL0234,ALL,120250,185000,0,64750,0,0
AR.BOY-SB001,20ARSB0555,S,227500,350000,0,122500,0,0
AR.BOY-SB001,20ARSB0556,M,227500,350000,0,122500,0,0
AR.BOY-SB001,20ARSB0557,L,227500,350000,0,122500,0,0
AR.BOY-SB001,20ARSB0558,XL,227500,350000,0,122500,0,0
AR.BOY-SB002,20ARSB0559,ALL,97500,150000,0,52500,0,0
AR.BOY-SH001,20ARSH0272,ALL,113750,175000,0,61250,0,0
AR.BOY-SH002,20ARSH0273,M,97500,150000,0,52500,0,0
AR.BOY-SH002,20ARSH0274,L,97500,150000,0,52500,0,0
AR.BOY-SH002,20ARSH0275,XL,97500,150000,0,52500,0,0
AR.BOY-SH003,20ARSH0276,S,97500,150000,0,52500,1,1
AR.BOY-SH003,20ARSH0277,M,97500,150000,0,52500,1,1
AR.BOY-SH003,20ARSH0278,XL,97500,150000,0,52500,1,1
AR.BPH-RB001,20ARRB0425,S,182000,280000,0,98000,0,0
AR.BPH-RB001,20ARRB0426,M,182000,280000,0,98000,0,0
AR.BPH-RB001,20ARRB0427,L,182000,280000,0,98000,0,0
AR.BPH-RB001,20ARRB0428,XL,182000,280000,0,98000,0,0
AR.BPH-RB002,20ARRB0429,S,214500,330000,0,115500,0,0
AR.BPH-RB002,20ARRB0430,M,214500,330000,0,115500,0,0
AR.BPH-RB002,20ARRB0431,L,214500,330000,0,115500,0,0
AR.BPH-RB002,20ARRB0432,XL,214500,330000,0,115500,0,0
AR.BPH-RB003,20ARRB0433,S,195000,300000,0,105000,0,1
AR.BPH-RB003,20ARRB0434,M,195000,300000,0,105000,2,1
AR.BPH-RB003,20ARRB0435,L,195000,300000,0,105000,2,1
AR.BPH-RB003,20ARRB0436,XL,195000,300000,0,105000,1,1
AR.BPH-RB004,20ARRB0437,S,195000,300000,0,105000,0,0
AR.BPH-RB004,20ARRB0438,M,195000,300000,0,105000,0,0
AR.BPH-RB004,20ARRB0439,L,195000,300000,0,105000,1,1
AR.BPH-RB004,20ARRB0440,XL,195000,300000,0,105000,0,0
AR.BPH-RB005,20ARRB0441,S,182000,280000,0,98000,1,1
AR.BPH-RB005,20ARRB0442,M,182000,280000,0,98000,3,1
AR.BPH-RB005,20ARRB0443,L,182000,280000,0,98000,3,1
AR.BPH-RB005,20ARRB0444,XL,182000,280000,0,98000,1,1
AR.BPH-RB006,20ARRB0445,S,226850,349000,0,122150,0,1
AR.BPH-RB006,20ARRB0446,M,226850,349000,0,122150,2,1
AR.BPH-RB006,20ARRB0447,L,226850,349000,0,122150,1,1
AR.BPH-RB006,20ARRB0448,XL,226850,349000,0,122150,2,1
AR.BPH-RB007,20ARRB0449,S,103350,159000,0,55650,0,0
AR.BPH-RB007,20ARRB0450,M,103350,159000,0,55650,0,0
AR.BPH-RB007,20ARRB0451,L,103350,159000,0,55650,0,0
AR.BPH-RB007,20ARRB0452,XL,103350,159000,0,55650,0,0
AR.BPH-RB008,20ARRB0453,S,103350,159000,0,55650,0,1
AR.BPH-RB008,20ARRB0454,M,103350,159000,0,55650,0,1
AR.BPH-RB008,20ARRB0455,L,103350,159000,0,55650,1,1
AR.BPH-RB008,20ARRB0456,XL,103350,159000,0,55650,0,1
AR.BPH-RB009,20ARRB0457,S,103350,159000,0,55650,0,0
AR.BPH-RB009,20ARRB0458,M,103350,159000,0,55650,0,0
AR.BPH-RB009,20ARRB0459,L,103350,159000,0,55650,0,0
AR.BPH-RB009,20ARRB0460,XL,103350,159000,0,55650,0,0
AR.BPH-RB010,20ARRB0461,S,103350,159000,0,55650,0,0
AR.BPH-RB010,20ARRB0462,M,103350,159000,0,55650,0,0
AR.BPH-RB010,20ARRB0463,L,103350,159000,0,55650,0,0
AR.BPH-RB010,20ARRB0464,XL,103350,159000,0,55650,0,0
AR.BPH-RB011,20ARRB0465,S,103350,159000,0,55650,0,0
AR.BPH-RB011,20ARRB0466,M,103350,159000,0,55650,0,0
AR.BPH-RB011,20ARRB0467,L,103350,159000,0,55650,0,0
AR.BPH-RB011,20ARRB0468,XL,103350,159000,0,55650,0,0
AR.BPH-RB012,20ARRB0469,S,103350,159000,0,55650,0,1
AR.BPH-RB012,20ARRB0470,M,103350,159000,0,55650,1,1
AR.BPH-RB012,20ARRB0471,L,103350,159000,0,55650,1,1
AR.BPH-RB012,20ARRB0472,XL,103350,159000,0,55650,2,1
AR.BPH-RB013,20ARRB0473,S,195000,300000,0,105000,0,0
AR.BPH-RB013,20ARRB0474,M,195000,300000,0,105000,0,0
AR.BPH-RB013,20ARRB0475,L,195000,300000,0,105000,0,0
AR.BPH-RB013,20ARRB0476,XL,195000,300000,0,105000,0,0
AR.BPH-RB014,20ARRB0477,M,195000,300000,0,105000,0,0
AR.BPH-RB014,20ARRB0478,L,195000,300000,0,105000,0,0
AR.BPH-RB014,20ARRB0479,XL,195000,300000,0,105000,0,0
AR.BPH-RB015,20ARRB0480,S,226850,349000,0,122150,0,0
AR.BPH-RB015,20ARRB0481,M,226850,349000,0,122150,0,0
AR.BPH-RB015,20ARRB0482,L,226850,349000,0,122150,0,0
AR.BPH-RB015,20ARRB0483,XL,226850,349000,0,122150,0,0
AR.BPH-RB016,20ARRB0484,S,291850,449000,0,157150,0,0
AR.BPH-RB016,20ARRB0485,M,291850,449000,0,157150,0,0
AR.BPH-RB016,20ARRB0486,L,291850,449000,0,157150,0,0
AR.BPH-RB016,20ARRE0988,XL,291850,449000,0,157150,0,0
AR.BPH-RB017,20ARRB0487,ALL,103350,159000,0,55650,4,1
AR.BPH-RB018,20ARRB0488,ALL,103350,159000,0,55650,0,0
AR.BPH-RB019,20ARRB0489,ALL,103350,159000,0,55650,2,1
AR.BPH-RB020,20ARRB0520,S,182000,280000,0,98000,0,0
AR.BPH-RB020,20ARRB0521,M,182000,280000,0,98000,0,0
AR.BPH-RB020,20ARRB0522,L,182000,280000,0,98000,0,0
AR.BPH-RB020,20ARRB0523,XL,182000,280000,0,98000,0,0
AR.BPH-RB021,20ARRB0524,S,214500,330000,0,115500,1,1
AR.BPH-RB021,20ARSD0355,M,214500,330000,0,115500,0,1
AR.BPH-RB021,20ARSD0356,L,214500,330000,0,115500,3,1
AR.BPH-RB021,20ARSD0357,XL,214500,330000,0,115500,0,1
AR.BPH-RD001,20ARRD0309,M,214500,330000,0,115500,0,0
AR.BPH-RD001,20ARRD0310,L,214500,330000,0,115500,0,0
AR.BPH-RD001,20ARRD0311,XL,214500,330000,0,115500,0,0
AR.BPH-RD002,20ARRD0312,S,220350,339000,0,118650,0,0
AR.BPH-RD002,20ARRD0313,M,220350,339000,0,118650,0,0
AR.BPH-RD002,20ARRD0314,L,220350,339000,0,118650,0,0
AR.BPH-RD002,20ARSA0241,XL,220350,339000,0,118650,0,0
AR.BPH-RD003,20ARRD0315,S,214500,330000,0,115500,2,1
AR.BPH-RD003,20ARRD0316,M,214500,330000,0,115500,0,1
AR.BPH-RD003,20ARRD0317,L,214500,330000,0,115500,3,1
AR.BPH-RD003,20ARRD0318,XL,214500,330000,0,115500,1,1
AR.BPH-RD004,20ARRD0319,S,291850,449000,0,157150,1,1
AR.BPH-RD004,20ARRD0320,M,291850,449000,0,157150,1,1
AR.BPH-RD004,20ARRD0321,L,291850,449000,0,157150,2,1
AR.BPH-RD004,20ARRD0322,XL,291850,449000,0,157150,1,1
AR.BPH-RD005,20ARRD0323,S,182000,280000,0,98000,0,0
AR.BPH-RD005,20ARRD0324,M,182000,280000,0,98000,0,0
AR.BPH-RD005,20ARRD0325,L,182000,280000,0,98000,0,0
AR.BPH-RD005,20ARRD0326,XL,182000,280000,0,98000,0,0
AR.BPH-RD006,20ARRD0327,M,208000,320000,0,112000,0,0
AR.BPH-RD006,20ARRD0328,L,208000,320000,0,112000,0,0
AR.BPH-RD006,20ARRD0329,XL,208000,320000,0,112000,0,0
AR.BPH-RD007,20ARRD0330,S,103350,159000,0,55650,3,1
AR.BPH-RD007,20ARRD0331,M,103350,159000,0,55650,2,1
AR.BPH-RD007,20ARRD0332,L,103350,159000,0,55650,2,1
AR.BPH-RD007,20ARRD0333,XL,103350,159000,0,55650,1,1
AR.BPH-RD008,20ARRD0334,M,182000,280000,0,98000,1,1
AR.BPH-RD008,20ARRD0335,L,182000,280000,0,98000,2,1
AR.BPH-RD008,20ARRD0336,XL,182000,280000,0,98000,1,1
AR.BPH-RD008,20ARRH0371,S,182000,280000,0,98000,0,1
AR.BPH-RD009,20ARRD0337,S,182000,280000,0,98000,2,1
AR.BPH-RD009,20ARRD0338,M,182000,280000,0,98000,2,1
AR.BPH-RD009,20ARRD0339,L,182000,280000,0,98000,0,1
AR.BPH-RD009,20ARRD0340,XL,182000,280000,0,98000,2,1
AR.BPH-RD010,20ARRD0341,M,182000,280000,0,98000,0,0
AR.BPH-RD010,20ARRD0342,L,182000,280000,0,98000,0,0
AR.BPH-RD010,20ARRD0343,XL,182000,280000,0,98000,0,0
AR.BPH-RD010,20ARRH0375,S,182000,280000,0,98000,0,0
AR.BPH-RD011,20ARRD0344,M,214500,330000,0,115500,0,0
AR.BPH-RD011,20ARRD0345,L,214500,330000,0,115500,0,0
AR.BPH-RD011,20ARRD0346,XL,214500,330000,0,115500,0,0
AR.BPH-RD012,20ARRD0347,S,103350,159000,0,55650,1,1
AR.BPH-RD012,20ARRD0348,M,103350,159000,0,55650,0,1
AR.BPH-RD012,20ARRD0349,L,103350,159000,0,55650,1,1
AR.BPH-RD012,20ARRD0350,XL,103350,159000,0,55650,2,1
AR.BPH-RD013,20ARRD0351,M,195000,300000,0,105000,0,0
AR.BPH-RD013,20ARRD0352,L,195000,300000,0,105000,0,0
AR.BPH-RD013,20ARRD0353,XL,195000,300000,0,105000,0,0
AR.BPH-RD014,20ARRD0354,M,280000,280000,0,0,0,0
AR.BPH-RD014,20ARRD0355,L,280000,280000,0,0,0,0
AR.BPH-RD014,20ARRD0356,XL,280000,280000,0,0,0,0
AR.BPH-RH001,20ARRH0331,M,214500,330000,0,115500,0,1
AR.BPH-RH001,20ARRH0332,L,214500,330000,0,115500,2,1
AR.BPH-RH001,20ARRH0333,XL,214500,330000,0,115500,2,1
AR.BPH-RH002,20ARRH0334,S,195000,300000,0,105000,1,1
AR.BPH-RH002,20ARRH0335,M,195000,300000,0,105000,2,1
AR.BPH-RH002,20ARRH0336,L,195000,300000,0,105000,2,1
AR.BPH-RH002,20ARRH0337,XL,195000,300000,0,105000,1,1
AR.BPH-RH003,20ARRH0338,S,182000,280000,0,98000,0,0
AR.BPH-RH003,20ARRH0339,M,182000,280000,0,98000,0,0
AR.BPH-RH003,20ARRH0340,L,182000,280000,0,98000,0,0
AR.BPH-RH003,20ARRH0341,XL,182000,280000,0,98000,0,0
AR.BPH-RH004,20ARRH0342,M,103350,159000,0,55650,0,0
AR.BPH-RH004,20ARRH0343,L,103350,159000,0,55650,0,0
AR.BPH-RH004,20ARRH0344,XL,103350,159000,0,55650,0,0
AR.BPH-RH005,20ARRH0345,S,226850,349000,0,122150,0,1
AR.BPH-RH005,20ARRH0346,M,226850,349000,0,122150,2,1
AR.BPH-RH005,20ARRH0347,L,226850,349000,0,122150,3,1
AR.BPH-RH005,20ARSJ0458,XL,226850,349000,0,122150,1,1
AR.BPH-RH006,20ARRH0348,S,195000,300000,0,105000,1,1
AR.BPH-RH006,20ARRH0349,M,195000,300000,0,105000,2,1
AR.BPH-RH006,20ARRH0350,L,195000,300000,0,105000,1,1
AR.BPH-RH006,20ARRH0351,XL,195000,300000,0,105000,1,1
AR.BPH-RH007,20ARRH0352,S,214500,330000,0,115500,1,1
AR.BPH-RH007,20ARRH0353,M,214500,330000,0,115500,3,1
AR.BPH-RH007,20ARRH0354,L,214500,330000,0,115500,0,1
AR.BPH-RH007,20ARRH0355,XL,214500,330000,0,115500,1,1
AR.BPH-RH008,20ARRH0356,S,214500,330000,0,115500,0,1
AR.BPH-RH008,20ARRH0357,M,214500,330000,0,115500,0,1
AR.BPH-RH008,20ARRH0358,L,214500,330000,0,115500,1,1
AR.BPH-RH009,20ARRH0359,S,182000,280000,0,98000,1,1
AR.BPH-RH009,20ARRH0360,M,182000,280000,0,98000,1,1
AR.BPH-RH009,20ARRH0361,L,182000,280000,0,98000,1,1
AR.BPH-RH009,20ARRH0362,XL,182000,280000,0,98000,1,1
AR.BPH-RH010,20ARRH0363,M,214500,330000,0,115500,1,1
AR.BPH-RH010,20ARRH0364,L,214500,330000,0,115500,1,1
AR.BPH-RH010,20ARRH0365,XL,214500,330000,0,115500,2,1
AR.BPH-RH011,20ARRH0366,ALL,103350,159000,0,55650,0,0
AR.BPH-RH012,20ARRH0367,S,116350,179000,0,62650,0,0
AR.BPH-RH012,20ARRH0368,M,116350,179000,0,62650,0,0
AR.BPH-RH012,20ARRH0369,L,116350,179000,0,62650,0,0
AR.BPH-RH012,20ARRH0370,XL,116350,179000,0,62650,0,0
AR.BPH-RH013,20ARRH0372,M,103350,159000,0,55650,0,0
AR.BPH-RH013,20ARRH0373,L,103350,159000,0,55650,0,0
AR.BPH-RH013,20ARRH0374,XL,103350,159000,0,55650,0,0
AR.BPH-RH014,20ARRH0376,ALL,103350,159000,0,55650,0,0
AR.BPH-RH015,20ARRH0377,ALL,103350,159000,0,55650,3,1
AR.BPH-RH016,20ARRH0378,M,103350,159000,0,55650,0,0
AR.BPH-RH016,20ARRH0379,L,103350,159000,0,55650,0,0
AR.BPH-RH016,20ARRH0380,XL,103350,159000,0,55650,0,0
AR.BPH-RH017,20ARRH0381,S,195000,300000,0,105000,0,0
AR.BPH-RH017,20ARRH0382,L,195000,300000,0,105000,0,0
AR.BPH-RH017,20ARRH0383,XL,195000,300000,0,105000,0,0
AR.BPH-RH018,20ARRH0384,S,195000,300000,0,105000,0,0
AR.BPH-RH018,20ARRH0385,L,195000,300000,0,105000,0,0
AR.BPH-RH018,20ARRH0386,XL,195000,300000,0,105000,0,0
AR.BPH-RH019,20ARRH0387,M,195000,300000,0,105000,0,1
AR.BPH-RH019,20ARRH0388,L,195000,300000,0,105000,3,1
AR.BPH-RH019,20ARRH0389,XL,195000,300000,0,105000,1,1
AR.BPH-RH019,20ARSJ0463,S,195000,300000,0,105000,1,1
AR.BPH-RH020,20ARRH0390,S,182000,280000,0,98000,2,1
AR.BPH-RH020,20ARRH0391,M,182000,280000,0,98000,1,1
AR.BPH-RH020,20ARRH0392,L,182000,280000,0,98000,1,1
AR.BPH-RH020,20ARRH0393,XL,182000,280000,0,98000,2,1
AR.BPH-RH021,20ARRH0394,S,208000,320000,0,112000,0,1
AR.BPH-RH021,20ARRH0395,M,208000,320000,0,112000,0,1
AR.BPH-RH021,20ARRH0396,L,208000,320000,0,112000,3,1
AR.BPH-RH021,20ARRH0397,XL,208000,320000,0,112000,2,1
AR.BPH-RH022,20ARRH0766,S,226850,349000,0,122150,0,0
AR.BPH-RH022,20ARRH0767,M,226850,349000,0,122150,0,0
AR.BPH-RH022,20ARRH0768,L,226850,349000,0,122150,0,0
AR.BPH-RH022,20ARRH0769,XL,226850,349000,0,122150,0,0
AR.BPH-RH023,20ARRH0770,S,324350,499000,0,174650,0,0
AR.BPH-RH023,20ARRH0771,M,324350,499000,0,174650,0,0
AR.BPH-RH023,20ARRH0772,L,324350,499000,0,174650,0,0
AR.BPH-RH023,20ARRH0773,XL,324350,499000,0,174650,0,0
AR.BPH-RH024,20ARRH0774,S,226850,349000,0,122150,0,0
AR.BPH-RH024,20ARRH0775,M,226850,349000,0,122150,0,0
AR.BPH-RH024,20ARRH0776,L,226850,349000,0,122150,0,0
AR.BPH-RH024,20ARRH0777,XL,226850,349000,0,122150,0,0
AR.BPH-RH025,20ARRH0778,M,324350,499000,0,174650,0,0
AR.BPH-RH025,20ARRH0779,L,324350,499000,0,174650,0,0
AR.BPH-RH025,20ARRH0780,XL,324350,499000,0,174650,0,0
AR.BPH-RH026,20ARRH0781,S,324350,499000,0,174650,0,0
AR.BPH-RH026,20ARRH0782,M,324350,499000,0,174650,0,0
AR.BPH-RH026,20ARRH0783,L,324350,499000,0,174650,0,0
AR.BPH-RH026,20ARRH0784,XL,324350,499000,0,174650,0,0
AR.BPH-RH027,20ARRH0785,S,187850,289000,0,101150,0,0
AR.BPH-RH027,20ARRH0786,M,187850,289000,0,101150,0,0
AR.BPH-RH027,20ARRH0787,L,187850,289000,0,101150,0,0
AR.BPH-RH027,20ARRH0788,XL,187850,289000,0,101150,0,0
AR.BPH-RH028,20ARRH0789,S,187850,289000,0,101150,1,1
AR.BPH-RH028,20ARRH0790,M,187850,289000,0,101150,2,1
AR.BPH-RH028,20ARRH0791,L,187850,289000,0,101150,1,1
AR.BPH-RH028,20ARRH0792,XL,187850,289000,0,101150,0,1
AR.BPH-RH029,20ARRH0793,S,220350,339000,0,118650,0,0
AR.BPH-RH029,20ARRH0794,M,220350,339000,0,118650,0,0
AR.BPH-RH029,20ARRH0795,L,220350,339000,0,118650,0,0
AR.BPH-RH029,20ARRH0796,XL,220350,339000,0,118650,0,0
AR.BPH-RH030,20ARRH0797,S,187850,289000,0,101150,0,0
AR.BPH-RH030,20ARRH0798,M,187850,289000,0,101150,0,0
AR.BPH-RH030,20ARRH0799,L,187850,289000,0,101150,0,0
AR.BPH-RH030,20ARRH0800,XL,187850,289000,0,101150,0,0
AR.BPH-RH031,20ARRH0801,S,324350,499000,0,174650,1,1
AR.BPH-RH031,20ARRH0802,M,324350,499000,0,174650,1,1
