noTrans,ArticleCode,Barcode,sizes,qty,basePrice,salePrice,DiscountType,discountPersen,discountRupiah,DiscExpenses,consignment,consignmentRp,subTotal,payment
01SCS19E150020,BSC.AR-SD0028,00ARSD0161,M,1,125000,315000,2,0,94500,1,0,44100,220500,176400
01SCS19E150021,BSC.AR-RL0019,00ARRL0113,S,1,125000,315000,2,0,94500,1,0,44100,220500,176400
01SCS19E150022,ESH.AR-SA0010,00ARSA0091,NON,1,53000,155000,2,0,46500,1,0,21700,108500,86800
01SCS19E150023,AR.KNR-RK003,20ARRK0257,S,1,136500,210000,2,0,63000,1,0,36750,147000,110250
01SCS19E150023,ARN.AR-SB0001,00ARSB0086,NON,1,107400,179000,2,0,35800,1,0,42960,143200,100240
01SCS19E150023,BSC.AR-RI0009,00ARRI0032,L,1,94500,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E150023,BSC.AR-SD0036,00ARSD0201,L,1,44500,159000,2,0,47700,1,0,22260,111300,89040
01SCS19E150023,BSC.AR-SD0060,00ARSD0332,NON,1,45000,140000,2,0,42000,1,0,19600,98000,78400
01SCS19E150024,AR.MKV-SC003,20ARSC0077,ALL,1,87750,135000,2,0,27000,1,0,27000,108000,81000
01SCS19E150025,AR.TUC-SC006,20ARSC0067,34,1,204750,315000,2,0,63000,1,0,63000,252000,189000
01SCS19E150026,BSC.AR-SC0045,00ARSC0297,NON,1,45000,150000,2,0,45000,1,0,21000,105000,84000
01SCS19E150026,BSC.AR-SC0050,00ARSC0313,M,1,44000,159000,2,0,47700,1,0,22260,111300,89040
01SCS19E150027,BSC.AR-SA0001,00ARSA0002,M,1,120000,315000,2,0,94500,1,0,44100,220500,176400
01SCS19E150028,BSC.AR-SC0050,00ARSC0313,M,1,44000,159000,2,0,47700,1,0,22260,111300,89040
01SCS19E150029,BSC.AR-RK0002,00ARRK0053,S,1,43000,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E150030,BSC.AR-SC0013,00ARSC0093,M,1,44000,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E150031,BSC.AR-SC0010,00ARSC0056,S,1,125000,315000,2,0,94500,1,0,44100,220500,176400
01SCS19E150032,AR.PUB-RL002,20ARRL0114,ALL,1,97500,150000,2,0,30000,1,0,30000,120000,90000
01SCS19E150033,AR.STY-SB007,20ARSB0494,ALL,1,55250,85000,2,0,17000,1,0,17000,68000,51000
01SCS19E150034,ESH.AR-SC0026,00ARSC0237,M,1,44500,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E150035,BSC.AR-RJ0016,00ARRJ0099,S,1,43000,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E150036,ESH.AR-RD0035,00ARRD0272,L,1,43000,135000,2,0,67500,1,0,13500,67500,54000
01SCS19E150036,ESH.AR-RE0019,00ARRE0206,L,1,43000,150000,2,0,82500,1,0,13500,67500,54000
01SCS19E150036,ESH.AR-SC0017,00ARSC0140,S,1,44000,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E150037,AR.SMD-SD010,20ARSD0312,32,1,211250,325000,2,0,65000,1,0,65000,260000,195000
01SCS19E150038,ESH.AR-SD0044,00ARSD0398,S,1,125000,315000,2,0,94500,1,0,44100,220500,176400
01SCS19E150039,AR.CPT-SC013,20ARSC0486,XL,1,94250,145000,2,0,29000,1,0,29000,116000,87000
01SCS19E150040,BE.RAK-SA024,00BESA0096,S,1,104000,160000,2,0,32000,1,0,32000,128000,96000
01SCS19E150041,BSC.AR-SC0002,00ARSC0020,XL,1,52000,155000,2,0,46500,1,0,21700,108500,86800
01SCS19E150041,ESH.AR-RE0017,00ARRE0120,NON,1,157500,225000,2,0,67500,1,0,31500,157500,126000
01SCS19E150042,BSC.AR-RI0035,00ARRI0209,M,1,120000,315000,2,0,94500,1,0,44100,220500,176400
01SCS19E150043,AR.TUC-SB013,20ARSB0200,M,1,94250,145000,2,0,29000,1,0,29000,116000,87000
01SCS19E150044,AR.TUC-RI009,20ARRI0360,L,1,87750,135000,2,0,27000,1,0,27000,108000,81000
01SCS19E150044,AR.TUC-SB013,20ARSB0201,L,1,94250,145000,2,0,29000,1,0,29000,116000,87000
01SCS19E150044,BSC.AR-SD0026,00ARSD0154,L,1,44500,159000,2,0,47700,1,0,22260,111300,89040
01SCS19E150045,BSC.AR-SC0035,00ARSC0234,L,1,125000,315000,2,0,94500,1,0,44100,220500,176400
01SCS19E150046,AR.ASH-RJ001,20ARRJ0117,28,1,273000,420000,2,0,210000,1,0,52500,210000,157500
01SCS19E150046,ESH.AR-RK0011,00ARRK0045,S,1,44500,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E150047,ESH.AR-RB0015,00ARRB0085,34,1,105000,285000,2,0,110000,1,0,35000,175000,140000
01SCS19E150048,BSC.AR-RI0032,00ARRI0151,L,1,120000,315000,2,0,94500,1,0,44100,220500,176400
01SCS19E150049,ESH.AR-RD0024,00ARRD0229,L,1,145000,435000,2,0,260000,1,0,35000,175000,140000
01SCS19E150050,AR.STY-SE006,20ARSE0124,ALL,1,55250,85000,2,0,17000,1,0,17000,68000,51000
01SCS19E150051,AR.MPR-SE028,20ARSE0230,S,1,230750,355000,2,0,71000,1,0,71000,284000,213000
01SCS19E150052,ESH.AR-SD0041,00ARSD0372,L,1,125000,315000,2,0,94500,1,0,44100,220500,176400
01SCS19E150053,AR.PUB-SC012,20ARSC0300,S,1,113750,175000,2,0,35000,1,0,35000,140000,105000
01SCS19E150054,AR.FHL-RJ002,20ARRJ0421,M,1,91000,140000,2,0,28000,1,0,28000,112000,84000
01SCS19E150054,ESH.AR-RJ0001,00ARRJ0012,M,1,44500,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E150055,THR.AR-QG0009,00ARQG0038,L,1,1030000,1030000,2,0,103000,1,0,139050,927000,787950
01SCS19E150056,AR.CPT-SC001,20ARSC0243,ALL,1,97500,150000,2,0,30000,1,0,30000,120000,90000
01SCS19E150057,AR.MKV-SD004,20ARSD0233,34,1,117000,180000,2,0,36000,1,0,36000,144000,108000
01SCS19E150057,ESH.AR-RL0018,00ARRL0149,36,1,122500,175000,2,0,52500,1,0,24500,122500,98000
01SCS19E150058,ARN.AR-SD0001,00ARSD0220,M,1,44500,150000,1,0,15000,0,0,45000,135000,105000
01SCS19E150058,ARN.AR-SD0001,00ARSD0222,XL,1,44500,150000,1,0,15000,0,0,45000,135000,105000
01SCS19E150059,AR.MKV-SA010,20ARSA0315,34,1,214500,330000,2,0,66000,1,0,66000,264000,198000
01SCS19E150059,ESH.AR-SC0011,00ARSC0086,L,1,44000,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E150060,BSC.AR-RJ0017,00ARRJ0106,XL,1,43000,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E150061,BSC.AR-SC0010,00ARSC0056,S,1,125000,315000,2,0,94500,1,0,44100,220500,176400
01SCS19E150062,ESH.AR-SB0015,00ARSB0065,XL,1,125000,315000,2,0,94500,1,0,44100,220500,176400
01SCS19E150063,DKS.AR-SE0005,00ARSE0143,30,1,417272,696000,2,0,69600,1,0,93960,626400,532440
01SCS19E150064,AR.MPR-SE033,20ARSE0303,S,1,230750,355000,2,0,71000,1,0,71000,284000,213000
01SCS19E150065,ESH.AR-SC0007,00ARSC0063,XL,1,125000,350000,2,0,105000,1,0,49000,245000,196000
01SCS19E150066,AR.TUC-SB014,20ARSB0204,M,1,94250,145000,2,0,29000,1,0,29000,116000,87000
01SCS19E150066,ESH.AR-SE0001,00ARSE0002,M,1,44000,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E150067,AR.TUC-SA021,20ARSA0140,L,1,87750,135000,2,0,27000,1,0,27000,108000,81000
01SCS19E150068,AR.MYA-RE005,20ARRE1309,34,1,207350,319000,2,0,159500,1,0,39875,159500,119625
01SCS19E150069,ESH.AR-RK0002,00ARRK0005,S,1,120000,315000,2,0,94500,1,0,44100,220500,176400
01SCS19E150069,ESH.AR-SD0045,00ARSD0404,S,1,125000,315000,2,0,94500,1,0,44100,220500,176400
01SCS19E150070,AR.ASH-RJ007,20ARSD0389,XL,1,91000,140000,2,0,42000,1,0,24500,98000,73500
01SCS19E150070,AR.ASH-RJ013,20ARRJ0495,S,1,94250,145000,2,0,43500,1,0,25375,101500,76125
01SCS19E150070,AR.FHL-SC005,20ARSC0342,S,1,110500,170000,2,0,34000,1,0,34000,136000,102000
01SCS19E150070,AR.REC-SD010,20ARSD0037,S,1,178750,275000,2,0,82500,1,0,48125,192500,144375
01SCS19E150070,AR.TUC-SD014,20ARSD0473,S,1,94250,145000,2,0,29000,1,0,29000,116000,87000
01SCS19E150070,ESH.AR-SB0017,00ARSB0100,NON,1,41000,120000,2,0,36000,1,0,16800,84000,67200
01SCS19E150071,ARN.AR-RK0005,00ARRK0234,28,1,110000,350000,2,0,70000,1,0,84000,280000,196000
01SCS19E150072,AR.PUB-RL031,20ARRL0439,ALL,1,97500,150000,2,0,30000,1,0,30000,120000,90000
01SCS19E150072,BSC.AR-SD0041,00ARSD0223,S,1,44500,159000,2,0,47700,1,0,22260,111300,89040
01SCS19E150073,BSC.AR-SD0026,00ARSD0152,S,1,44500,159000,2,0,47700,1,0,22260,111300,89040
01SCS19E150074,AR.STY-SB010,20ARSB0497,ALL,1,51350,79000,2,0,15800,1,0,15800,63200,47400
01SCS19E150075,ESH.AR-QI0003,00ARQI0036,ALL,1,40000,140000,2,0,90000,1,0,10000,50000,40000
01SCS19E150076,ESH.AR-QH0026,00ARQH0137,ALL,1,39700,140000,2,0,90000,1,0,10000,50000,40000
01SCS19E150077,BSC.AR-SC0050,00ARSC0312,S,1,44000,159000,2,0,47700,1,0,22260,111300,89040
01SCS19E150077,ESH.AR-QH0026,00ARQH0137,ALL,1,39700,140000,2,0,90000,1,0,10000,50000,40000
01SCS19E150078,BSC.AR-RI0006,00ARRI0020,L,1,43000,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E150078,BSC.AR-SC0007,00ARSC0044,L,1,44000,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E150078,ESH.AR-RA0017,00ARRA0074,ALL,1,40000,140000,2,0,90000,1,0,10000,50000,40000
01SCS19E150079,ESH.AR-SD0022,00ARSD0168,NON,1,43000,120000,2,0,36000,1,0,16800,84000,67200
01SCS19E150080,AR.MKV-RL004,20ARRL0247,M,1,253500,390000,2,0,78000,1,0,78000,312000,234000
01SCS19E150081,AR.SMD-SD011,20ARSD0317,34,1,211250,325000,2,0,65000,1,0,65000,260000,195000
01SCS19E150081,BSC.AR-RJ0012,00ARRJ0086,XL,1,94500,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E150081,ESH.AR-RB0015,00ARRB0085,34,1,105000,285000,2,0,110000,1,0,35000,175000,140000
01SCS19E150081,ESH.AR-SE0001,00ARSE0004,XL,1,44000,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E150082,ESH.AR-RE0002,00ARRE0005,S,1,42000,135000,2,0,67500,1,0,13500,67500,54000
01SCS19E150082,ESH.AR-RE0007,00ARRE0027,L,1,42000,135000,2,0,67500,1,0,13500,67500,54000
01SCS19E150083,ESH.AR-RJ0028,00ARRJ0236,NON,1,94500,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E150084,AR.MPR-SE011,20ARSE0177,S,1,97500,150000,2,0,45000,1,0,26250,105000,78750
01SCS19E150085,BSC.AR-SC0048,00ARSC0304,S,1,44500,159000,2,0,47700,1,0,22260,111300,89040
01SCS19E150085,ESH.AR-SC0002,00ARSC0005,S,1,44500,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E150086,BSC.AR-SD0059,00ARSD0331,NON,1,45000,140000,2,0,42000,1,0,19600,98000,78400
01SCS19E150087,AR.ESB-SE002,20ARSE0245,XL,1,204750,315000,2,0,63000,1,0,63000,252000,189000
01SCS19E150088,BSC.AR-SC0020,00ARSC0133,M,1,44000,159000,2,0,47700,1,0,22260,111300,89040
01SCS19E150088,ESH.AR-SD0045,00ARSD0405,M,1,125000,315000,2,0,94500,1,0,44100,220500,176400
01SCS19E150089,BE.RAK-SA001,00BESA0003,S,1,259350,399000,2,0,79800,1,0,79800,319200,239400
01SCS19E150090,BSC.AR-SC0010,00ARSC0056,S,1,125000,315000,2,0,94500,1,0,44100,220500,176400
01SCS19E150091,AR.YD-SC001,20ARSC0018,M,1,195000,300000,2,0,90000,1,0,52500,210000,157500
01SCS19E150091,ESH.AR-RH0006,00ARRH0058,NON,1,45000,150000,2,0,45000,1,0,21000,105000,84000
01SCS19E150091,ESH.AR-SA0008,00ARSA0084,M,1,113450,350000,2,0,105000,1,0,49000,245000,196000
01SCS19E150092,AR.TUC-SB002,20ARSB0028,M,1,204750,315000,2,0,63000,1,0,63000,252000,189000
01SCS19E150093,AR.MPR-SE003,20ARSE0148,XL,1,97500,150000,2,0,45000,1,0,26250,105000,78750
01SCS19E150093,AR.SMD-RI001,20ARRI0221,L,1,87750,135000,2,0,40500,1,0,23625,94500,70875
01SCS19E150094,ESH.AR-SC0002,00ARSC0005,S,1,44500,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E150095,AR.MKV-SB003,20ARSB0316,34,1,165750,255000,2,0,51000,1,0,51000,204000,153000
01SCS19E150096,ESH.AR-SC0007,00ARSC0061,M,1,125000,350000,2,0,105000,1,0,49000,245000,196000
01SCS19E150097,BSC.AR-SC0040,00ARSC0258,M,1,52000,155000,2,0,46500,1,0,21700,108500,86800
01SCS19E150097,DKS.AR-SE0011,00ARSE0172,32,1,417272,696000,2,0,69600,1,0,93960,626400,532440
01SCS19E150098,AR.ESB-SE012,20ARSE0285,XL,1,198250,305000,2,0,61000,1,0,61000,244000,183000
01SCS19E150098,AR.SMD-RH002,20ARRH0072,L,1,211250,325000,2,0,97500,1,0,56875,227500,170625
01SCS19E150098,BSC.AR-SD0039,00ARSD0213,L,1,125000,315000,2,0,94500,1,0,44100,220500,176400
01SCS19E150098,THR.AR-RK0006,00ARRK0177,L,1,824000,1030000,2,0,103000,1,0,139050,927000,787950
01SCS19E150099,AR.ESB-SE004,20ARSE0250,S,1,94250,145000,2,0,29000,1,0,29000,116000,87000
01SCS19E150099,DKS.AR-SE0009,00ARSE0160,28,1,417272,696000,2,0,69600,1,0,93960,626400,532440
01SCS19E150100,ESH.AR-SB0015,00ARSB0063,M,1,125000,315000,2,0,94500,1,0,44100,220500,176400
01SCS19E150101,AR.HLW-SA006,20ARSA0093,ALL,1,71500,110000,2,0,22000,1,0,22000,88000,66000
01SCS19E150101,AR.PUB-SE007,20ARSE0026,M,1,97500,150000,2,0,30000,1,0,30000,120000,90000
01SCS19E150101,AR.TUC-SB014,20ARSB0205,L,1,94250,145000,2,0,29000,1,0,29000,116000,87000
01SCS19E150102,AR.TUC-SD001,20ARSD0141,M,1,204750,315000,2,0,63000,1,0,63000,252000,189000
01SCS19E150103,ESH.AR-SC0003,00ARSC0010,M,1,125000,350000,2,0,105000,1,0,49000,245000,196000
01SCS19E150104,AR.TUC-SD001,20ARSD0142,L,1,204750,315000,2,0,63000,1,0,63000,252000,189000
01SCS19E150104,BSC.AR-RJ0014,00ARRJ0093,L,1,94500,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E150105,ESH.AR-RB0021,00ARRB0133,L,1,95000,310000,2,0,150000,1,0,32000,160000,128000
01SCS19E150105,ESH.AR-SD0026,00ARSD0267,M,1,44500,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E150106,AR.REC-SD023,20ARSD0070,L,1,224250,345000,2,0,103500,1,0,60375,241500,181125
01SCS19E150107,AR.PUB-SE002,20ARSE0006,M,1,97500,150000,2,0,30000,1,0,30000,120000,90000
01SCS19E150108,BSC.AR-RH0027,00ARRH0171,34,1,245000,350000,2,0,105000,1,0,49000,245000,196000
01SCS19E150108,ESH.AR-SB0033,00ARSB0213,M,1,44500,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E160001,SLT.AR-SB0023,00ARSB0189,S,1,235000,235000,2,0,23500,1,0,31725,211500,179775
01SCS19E160002,BSC.AR-RD0001,00ARRD0003,L,1,155,450000,2,0,275000,1,0,35000,175000,140000
01SCS19E160003,AR.CPT-SC009,20ARSC0272,S,1,94250,145000,2,0,29000,1,0,29000,116000,87000
01SCS19E160003,ESH.AR-SA0010,00ARSA0091,NON,1,53000,155000,2,0,46500,1,0,21700,108500,86800
01SCS19E160004,AR.ESB-QJ015,20ARQJ0096,ALL,1,91000,140000,2,0,70000,1,0,17500,70000,52500
01SCS19E160004,AR.PCT-RE010,20ARRE1432,L,1,81250,125000,2,0,62500,1,0,15625,62500,46875
01SCS19E160004,AR.PCT-RE013,20ARRE1441,L,1,81250,125000,2,0,62500,1,0,15625,62500,46875
01SCS19E160005,AR.SMD-SD010,20ARSD0311,30,1,211250,325000,2,0,65000,1,0,65000,260000,195000
01SCS19E160006,BSC.AR-SC0048,00ARSC0306,L,1,44500,159000,2,0,47700,1,0,22260,111300,89040
01SCS19E160006,BSC.AR-SD0005,00ARSD0019,L,1,44500,159000,2,0,47700,1,0,22260,111300,89040
01SCS19E160007,BSC.AR-SD0060,00ARSD0332,NON,1,45000,140000,2,0,42000,1,0,19600,98000,78400
01SCS19E160008,AR.PUB-RG005,20ARRG0036,L,1,97500,150000,2,0,30000,1,0,30000,120000,90000
01SCS19E160009,AR.CPT-SD011,20ARSD0455,L,1,94250,145000,2,0,29000,1,0,29000,116000,87000
01SCS19E160010,AR.FHL-SC003,20ARSC0336,L,1,91000,140000,2,0,28000,1,0,28000,112000,84000
01SCS19E160010,ARN.AR-SB0001,00ARSB0086,NON,1,107400,179000,2,0,35800,1,0,42960,143200,100240
01SCS19E160011,AR.HMR-SD007,20ARSD0545,M,1,243750,375000,2,0,75000,1,0,75000,300000,225000
01SCS19E160012,BSC.AR-RK0023,00ARRK0214,XL,1,120000,315000,2,0,94500,1,0,44100,220500,176400
01SCS19E160013,BSC.AR-RK0009,00ARRK0082,M,1,52000,155000,2,0,46500,1,0,21700,108500,86800
01SCS19E160013,BSC.AR-SA0002,00ARSA0006,M,1,120000,315000,2,0,94500,1,0,44100,220500,176400
01SCS19E160014,BSC.AR-SC0001,00ARSC0014,M,1,125000,315000,2,0,94500,1,0,44100,220500,176400
01SCS19E160015,ESH.AR-RD0020,00ARRD0190,XL,1,43000,150000,2,0,82500,1,0,13500,67500,54000
01SCS19E160015,ESH.AR-RE0002,00ARRE0007,L,1,42000,135000,2,0,67500,1,0,13500,67500,54000
01SCS19E160016,AR.CPT-SC013,20ARSC0485,L,1,94250,145000,2,0,29000,1,0,29000,116000,87000
01SCS19E160016,BSC.AR-SD0061,00ARSD0336,NON,1,45000,150000,2,0,45000,1,0,21000,105000,84000
01SCS19E160017,AR.PUB-RK011,20ARSD0350,L,1,113750,175000,2,0,35000,1,0,35000,140000,105000
01SCS19E160017,AR.TUC-SD005,20ARSD0159,XL,1,185250,285000,2,0,57000,1,0,57000,228000,171000
01SCS19E160017,ESH.AR-RB0006,00ARRB0046,34,1,90000,265000,2,0,90000,1,0,35000,175000,140000
01SCS19E160018,BSC.AR-RJ0014,00ARRJ0091,S,1,43000,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E160018,BSC.AR-SD0004,00ARSD0013,S,1,44000,159000,2,0,47700,1,0,22260,111300,89040
01SCS19E160019,ESH.AR-SD0009,00ARSD0066,M,1,44500,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E160019,ESH.AR-SD0026,00ARSD0267,M,1,44500,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E160020,AR.SLT-RD018,20ARRD0050,32,1,505750,595000,2,0,59500,1,0,80325,535500,455175
01SCS19E160020,DKS.AR-SE0002,00ARSE0135,32,1,417272,696000,2,0,69600,1,0,93960,626400,532440
01SCS19E160021,ESH.AR-RJ0014,00ARRJ0181,L,1,44500,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E160022,BSC.AR-RL0018,00ARRL0109,S,1,125000,315000,2,0,94500,1,0,44100,220500,176400
01SCS19E160023,ESH.AR-SD0022,00ARSD0168,NON,1,43000,120000,2,0,36000,1,0,16800,84000,67200
01SCS19E160024,BSC.AR-RI0009,00ARRI0032,L,1,94500,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E160025,ARN.AR-SB0001,00ARSB0086,NON,1,107400,179000,2,0,35800,1,0,42960,143200,100240
01SCS19E160026,ESH.AR-RE0014,00ARRE0095,L,1,105000,330000,2,0,155000,1,0,35000,175000,140000
01SCS19E160027,ESH.AR-SD0038,00ARSD0343,S,1,122500,350000,2,0,105000,1,0,49000,245000,196000
01SCS19E160028,ESH.AR-SC0022,00ARSC0161,S,1,125000,315000,2,0,94500,1,0,44100,220500,176400
01SCS19E160029,AR.PUB-RK012,20ARRK0454,ALL,1,97500,150000,2,0,30000,1,0,30000,120000,90000
01SCS19E160030,AR.TUC-SD022,20ARSD0506,M,1,94250,145000,2,0,29000,1,0,29000,116000,87000
01SCS19E160031,AR.TUC-SD019,20ARSD0494,M,1,94250,145000,2,0,29000,1,0,29000,116000,87000
01SCS19E160031,AR.VRS-QJ008,20ARQJ0342,M,1,96850,149000,2,0,44700,1,0,26075,104300,78225
01SCS19E160032,BSC.AR-SC0044,00ARSC0296,NON,1,45000,150000,2,0,45000,1,0,21000,105000,84000
01SCS19E160033,BSC.AR-SD0027,00ARSD0156,S,1,125000,315000,2,0,94500,1,0,44100,220500,176400
01SCS19E160034,ESH.AR-RK0006,00ARRK0026,M,1,43000,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E160035,AR.TUC-RK010,20ARRK0106,ALL,1,81250,125000,2,0,25000,1,0,25000,100000,75000
01SCS19E160036,BSC.AR-SD0043,00ARSD0232,M,1,44500,159000,2,0,47700,1,0,22260,111300,89040
01SCS19E160036,ESH.AR-RL0016,00ARRL0133,S,1,94500,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E160037,BSC.AR-RL0020,00ARRL0118,M,1,125000,315000,2,0,94500,1,0,44100,220500,176400
01SCS19E160038,BSC.AR-RJ0019,00ARRJ0112,M,1,94500,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E160039,ESH.AR-SB0011,00ARSB0051,S,1,125000,315000,2,0,94500,1,0,44100,220500,176400
01SCS19E160039,ESH.AR-SB0022,00ARSB0124,M,1,44000,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E160040,AR.STY-SB010,20ARSB0497,ALL,1,51350,79000,2,0,15800,1,0,15800,63200,47400
01SCS19E160041,BSC.AR-SC0033,00ARSC0227,XL,1,125000,315000,2,0,94500,1,0,44100,220500,176400
01SCS19E160042,ESH.AR-SB0015,00ARSB0063,M,1,125000,315000,2,0,94500,1,0,44100,220500,176400
01SCS19E160043,AR.PUB-SD020,20ARSD0189,ALL,1,97500,150000,2,0,30000,1,0,30000,120000,90000
01SCS19E160044,ESH.AR-RJ0019,00ARRJ0206,NON,1,40000,115000,2,0,34500,1,0,16100,80500,64400
01SCS19E160045,AR.CPT-SD008,20ARSD0443,L,1,204750,315000,2,0,63000,1,0,63000,252000,189000
01SCS19E160046,BSC.AR-RC0034,00ARRC0236,L,1,120000,360000,2,0,185000,1,0,35000,175000,140000
01SCS19E160047,DKS.AR-SE0007,00ARSE0151,28,1,417272,696000,2,0,69600,1,0,93960,626400,532440
01SCS19E160048,AR.PUB-SE007,20ARSE0025,S,1,97500,150000,2,0,30000,1,0,30000,120000,90000
01SCS19E160048,BSC.AR-SD0059,00ARSD0331,NON,1,45000,140000,2,0,42000,1,0,19600,98000,78400
01SCS19E170001,BSC.AR-SA0002,00ARSA0006,M,1,120000,315000,2,0,94500,1,0,44100,220500,176400
01SCS19E170001,ESH.AR-RE0008,00ARRE0030,M,2,42000,135000,2,0,67500,1,0,13500,135000,108000
01SCS19E170002,BSC.AR-RK0002,00ARRK0053,S,1,43000,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E170003,AR.SMD-RH005,20ARRH0743,M,1,211250,325000,2,0,97500,1,0,56875,227500,170625
01SCS19E170004,ESH.AR-SB0031,00ARSB0205,M,1,44500,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E170005,BSC.AR-RH0017,00ARRH0074,S,1,120000,315000,2,0,94500,1,0,44100,220500,176400
01SCS19E170006,ESH.AR-SD0043,00ARSD0397,XL,1,125000,315000,2,0,94500,1,0,44100,220500,176400
01SCS19E170007,DKS.AR-SE0010,00ARSE0166,30,1,417272,696000,2,0,69600,1,0,93960,626400,532440
01SCS19E170008,AR.FHL-SC008,20ARSC0351,ALL,1,110500,170000,2,0,34000,1,0,34000,136000,102000
01SCS19E170009,ESH.AR-SA0013,00ARSA0097,S,1,44000,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E170009,ESH.AR-SB0030,00ARSB0200,S,1,44000,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E170010,BSC.AR-SC0021,00ARSC0148,NON,1,73000,220000,2,0,66000,1,0,30800,154000,123200
01SCS19E170011,AR.TUC-SD022,20ARSD0506,M,1,94250,145000,2,0,29000,1,0,29000,116000,87000
01SCS19E170012,BSC.AR-SB0009,00ARSB0084,L,1,44500,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E170013,AR.TUC-RK020,20ARRK0116,ALL,1,42250,65000,2,0,13000,1,0,13000,52000,39000
01SCS19E170014,ESH.AR-SD0039,00ARSD0348,M,1,122500,350000,2,0,105000,1,0,49000,245000,196000
01SCS19E170015,BSC.AR-RI0032,00ARRI0151,L,1,120000,315000,2,0,94500,1,0,44100,220500,176400
01SCS19E170016,ESH.AR-RJ0019,00ARRJ0206,NON,1,40000,115000,2,0,34500,1,0,16100,80500,64400
01SCS19E170017,AR.CPT-RL002,20ARRL0077,XL,1,94250,145000,2,0,29000,1,0,29000,116000,87000
01SCS19E170018,AR.MPR-SE003,20ARSE0146,M,1,97500,150000,2,0,45000,1,0,26250,105000,78750
01SCS19E170018,BSC.AR-QJ0014,00ARQJ0113,M,1,100000,310000,2,0,150000,1,0,32000,160000,128000
01SCS19E170018,ESH.AR-SD0010,00ARSD0070,M,1,44500,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E170019,AR.ESB-SE012,20ARSE0284,L,1,198250,305000,2,0,61000,1,0,61000,244000,183000
01SCS19E170019,AR.HMR-SB024,20ARSB0412,34,1,211250,325000,2,0,65000,1,0,65000,260000,195000
01SCS19E170019,AR.MKV-SB009,20ARSB0533,L,1,97500,150000,2,0,30000,1,0,30000,120000,90000
01SCS19E170019,AR.TUC-SB014,20ARSB0203,S,1,94250,145000,2,0,29000,1,0,29000,116000,87000
01SCS19E170019,BSC.AR-RI0038,00ARRI0216,L,1,262500,375000,2,0,112500,1,0,52500,262500,210000
01SCS19E170020,AR.MPR-SB003,20ARSB0243,M,1,230750,355000,2,0,71000,1,0,71000,284000,213000
01SCS19E170021,AR.PUB-SD032,20ARSD0238,S,1,204750,315000,2,0,63000,1,0,63000,252000,189000
01SCS19E170021,AR.TUC-SD022,20ARSD0506,M,1,94250,145000,2,0,29000,1,0,29000,116000,87000
01SCS19E170022,AR.MYA-SC002,20ARSC0041,M,1,220350,339000,2,0,101700,1,0,59325,237300,177975
01SCS19E170023,AR.PUB-RL026,20ARRL0429,M,1,97500,150000,2,0,30000,1,0,30000,120000,90000
01SCS19E170024,AR.CPT-SD005,20ARSD0432,ALL,1,94250,145000,2,0,29000,1,0,29000,116000,87000
01SCS19E170025,AR.STY-SC006,20ARSC0205,ALL,1,77350,119000,2,0,23800,1,0,23800,95200,71400
01SCS19E170026,BSC.AR-RE0028,00ARRE0303,NON,1,35000,120000,2,0,36000,1,0,16800,84000,67200
01SCS19E170027,BSC.AR-RE0027,00ARRE0302,NON,1,35000,120000,2,0,36000,1,0,16800,84000,67200
