noTrans,ArticleCode,Barcode,sizes,qty,basePrice,salePrice,DiscountType,discountPersen,discountRupiah,DiscExpenses,consignment,consignmentRp,subTotal,payment
01SCS19E010001,BSC.AR-QG0007,00ARQG0093,ALL,1,80000,225000,2,0,125000,1,0,20000,100000,80000
01SCS19E010001,BSC.AR-QG0010,00ARQG0099,ALL,1,80000,240000,2,0,140000,1,0,20000,100000,80000
01SCS19E010001,ESH.AR-QL0004,00ARQL0020,L,1,42000,135000,2,0,67500,1,0,13500,67500,54000
01SCS19E010001,ESH.AR-RE0004,00ARRE0013,S,1,42000,135000,2,0,67500,1,0,13500,67500,54000
01SCS19E010002,ESH.AR-RG0005,00ARRG0100,S,1,94500,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E010003,BSC.AR-SB0007,00ARSB0074,S,1,44500,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E010003,BSC.AR-SC0048,00ARSC0304,S,1,44500,159000,2,0,47700,1,0,22260,111300,89040
01SCS19E010003,ESH.AR-QE0029,00ARQE0161,S,1,110000,325000,2,0,165000,1,0,32000,160000,128000
01SCS19E010004,AR.ASH-RJ014,20ARRJ0499,30,1,292500,450000,2,0,225000,1,0,56250,225000,168750
01SCS19E010004,AR.TUC-SA028,20ARSA0163,ALL,1,100750,155000,2,0,31000,1,0,31000,124000,93000
01SCS19E010004,ESH.AR-RG0004,00ARRG0010,S,1,90000,255000,2,0,76500,1,0,35700,178500,142800
01SCS19E010004,ESH.AR-RL0015,00ARRL0129,S,1,94500,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E010004,ESH.AR-SC0033,00ARSC0284,S,1,44000,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E010005,AR.MKV-SC015,20ARSC0215,XL,1,204750,315000,2,0,63000,1,0,63000,252000,189000
01SCS19E010006,BSC.AR-SA0015,00ARSA0045,L,1,44500,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E010007,BSC.AR-RJ0024,00ARRJ0134,XL,1,43000,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E010008,ARN.AR-SB0001,00ARSB0086,NON,1,107400,179000,2,0,35800,1,0,42960,143200,100240
01SCS19E010009,AR.ESB-SC018,20ARSC0466,L,1,91000,140000,2,0,28000,1,0,28000,112000,84000
01SCS19E010010,AR.KNR-RK006,20ARRK0269,S,1,136500,210000,2,0,63000,1,0,36750,147000,110250
01SCS19E010011,ESH.AR-SC0034,00ARSC0294,L,1,125000,315000,2,0,94500,1,0,44100,220500,176400
01SCS19E010012,BSC.AR-RJ0032,00ARRJ0215,NON,1,18000,75000,2,0,22500,1,0,10500,52500,42000
01SCS19E010012,BSC.AR-SA0009,00ARSA0035,NON,1,47500,140000,2,0,42000,1,0,19600,98000,78400
01SCS19E010012,BSC.AR-SC0050,00ARSC0313,M,1,44000,159000,2,0,47700,1,0,22260,111300,89040
01SCS19E010012,ESH.AR-QG0007,00ARQG0098,ALL,1,70000,205000,2,0,105000,1,0,20000,100000,80000
01SCS19E010012,ESH.AR-QL0004,00ARQL0020,L,1,42000,135000,2,0,67500,1,0,13500,67500,54000
01SCS19E010012,ESH.AR-RE0005,00ARRE0019,L,1,42000,135000,2,0,67500,1,0,13500,67500,54000
01SCS19E010013,BSC.AR-RE0028,00ARRE0303,NON,1,35000,120000,2,0,36000,1,0,16800,84000,67200
01SCS19E010013,ESH.AR-RC0030,00ARRC0191,ALL,1,55000,150000,2,0,100000,1,0,10000,50000,40000
01SCS19E010014,AR.MER-RJ003,20ARRJ0537,ALL,1,120250,185000,2,0,55500,1,0,32375,129500,97125
01SCS19E010015,AR.CPT-RI003,20ARRI0049,M,1,204750,315000,2,0,63000,1,0,63000,252000,189000
01SCS19E010015,AR.CPT-RL003,20ARRL0080,L,1,94250,145000,2,0,29000,1,0,29000,116000,87000
01SCS19E010016,AR.CPT-SC014,20ARSC0488,M,1,94250,145000,2,0,29000,1,0,29000,116000,87000
01SCS19E010016,ESH.AR-RH0004,00ARRH0038,M,1,94500,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E010017,BSC.AR-RK0007,00ARRK0075,L,1,108500,155000,2,0,46500,1,0,21700,108500,86800
01SCS19E010017,BSC.AR-SD0002,00ARSD0005,S,1,44000,159000,2,0,47700,1,0,22260,111300,89040
01SCS19E010017,ESH.AR-RH0017,00ARRH0097,L,1,94500,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E010018,ESH.AR-SA0009,00ARSA0088,M,1,122500,350000,2,0,105000,1,0,49000,245000,196000
01SCS19E010019,BSC.AR-SD0012,00ARSD0105,NON,1,18000,75000,2,0,22500,1,0,10500,52500,42000
01SCS19E010020,BSC.AR-RI0005,00ARRI0016,L,1,94500,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E010021,BSC.AR-RI0027,00ARRI0136,NON,1,43000,140000,2,0,42000,1,0,19600,98000,78400
01SCS19E010022,AR.STY-SC002,20ARSC0201,ALL,1,77350,119000,2,0,23800,1,0,23800,95200,71400
01SCS19E010022,ESH.AR-RJ0021,00ARRJ0213,L,1,245000,350000,2,0,105000,1,0,49000,245000,196000
01SCS19E010023,AR.STY-RK014,20ARRK0536,ALL,1,51350,79000,2,0,15800,1,0,15800,63200,47400
01SCS19E010023,BSC.AR-RJ0020,00ARRJ0115,S,1,44500,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E010024,BSC.AR-RD0001,00ARRD0003,L,1,155,450000,2,0,275000,1,0,35000,175000,140000
01SCS19E010025,BSC.AR-RI0005,00ARRI0016,L,1,94500,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E010026,BSC.AR-RI0016,00ARRI0060,L,1,43000,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E010026,BSC.AR-SA0022,00ARSA0113,NON,1,47500,140000,2,0,42000,1,0,19600,98000,78400
01SCS19E010026,ESH.AR-RH0018,00ARRH0100,M,1,94500,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E010027,BSC.AR-SC0034,00ARSC0228,S,1,125000,315000,2,0,94500,1,0,44100,220500 176400
01SCS19E010028,BSC.AR-RF0004,00ARRF0026,S,1,110000,315000,2,0,155000,1,0,32000,160000,128000
01SCS19E010029,AR.PUB-SD038,20ARSD0354,ALL,1,97500,150000,2,0,30000,1,0,30000,120000,90000
01SCS19E010029,AR.VCS-RI006,20ARRI0293,XL,1,243750,375000,2,0,112500,1,0,65625,262500,196875
01SCS19E010030,ESH.AR-QI0003,00ARQI0036,ALL,1,40000,140000,2,0,90000,1,0,10000,50000,40000
01SCS19E010031,ESH.AR-SD0004,00ARSD0045,S,1,44500,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E010032,BSC.AR-SA0018,00ARSA0059,S,1,44000,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E010032,ESH.AR-SC0010,00ARSC0081,M,1,44500,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E010033,BSC.AR-RK0016,00ARRK0110,M,1,43000,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E010034,BSC.AR-SC0035,00ARSC0233,M,1,125000,315000,2,0,94500,1,0,44100,220500,176400
01SCS19E010035,AR.MDS-RF005,20ARRF0092,L,1,357500,550000,2,0,110000,1,0,110000,440000,330000
01SCS19E010035,BSC.AR-PI0039,00ARPI0045,ALL,1,165000,495000,2,0,320000,1,0,35000,175000,140000
01SCS19E010036,AR.VLD-RK019,20ARRK0354,M,1,91000,140000,2,0,42000,1,0,24500,98000,73500
01SCS19E010037,ESH.AR-RL0012,00ARRL0125,NON,1,47000,130000,2,0,39000,1,0,18200,91000,72800
01SCS19E010038,AR.YD-SD005,20ARSD0274,S,1,91000,140000,2,0,42000,1,0,24500,98000,73500
01SCS19E010039,BSC.AR-RI0005,00ARRI0016,L,1,94500,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E010039,BSC.AR-SA0021,00ARSA0106,M,1,44000,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E010040,ESH.AR-SB0011,00ARSB0051,S,1,125000,315000,2,0,94500,1,0,44100,220500,176400
01SCS19E010041,AR.PUB-SB031,20ARSB0459,XL,1,97500,150000,2,0,30000,1,0,30000,120000,90000
01SCS19E010042,BSC.AR-RI0035,00ARRI0208,S,1,120000,315000,2,0,94500,1,0,44100,220500,176400
01SCS19E010043,BE.RAK-RK017,00BERK0047,ALL,1,87750,135000,2,0,27000,1,0,27000,108000,81000
01SCS19E010044,AR.CPT-RL002,20ARRL0076,L,1,94250,145000,2,0,29000,1,0,29000,116000,87000
01SCS19E010044,BSC.AR-SC0050,00ARSC0314,L,1,44000,159000,2,0,47700,1,0,22260,111300,89040
01SCS19E010045,AR.TUC-SA027,20ARSA0162,ALL,1,100750,155000,2,0,31000,1,0,31000,124000,93000
01SCS19E010046,ESH.AR-SA0006,00ARSA0071,S,1,44500,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E010047,ESH.AR-RC0024,00ARRC0180,M,1,42000,135000,2,0,67500,1,0,13500,67500,54000
01SCS19E010047,ESH.AR-RE0020,00ARRE0210,L,1,42000,135000,2,0,67500,1,0,13500,67500,54000
01SCS19E010048,AR.TUC-SB014,20ARSB0203,S,1,94250,145000,2,0,29000,1,0,29000,116000,87000
01SCS19E010049,BSC.AR-RH0003,00ARRH0015,L,1,94500,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E010049,BSC.AR-RL0019,00ARRL0115,L,1,125000,315000,2,0,94500,1,0,44100,220500,176400
01SCS19E010050,BSC.AR-SC0008,00ARSC0051,NON,1,73000,220000,2,0,66000,1,0,30800,154000,123200
01SCS19E010051,BSC.AR-SA0007,00ARSA0030,S,1,44500,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E010052,AR.YD-RL008,20ARRL0024,ALL,1,87750,135000,2,0,67500,1,0,16875,67500,50625
01SCS19E010053,BSC.AR-SC0021,00ARSC0148,NON,1,73000,220000,2,0,66000,1,0,30800,154000,123200
01SCS19E010054,AR.PUB-SD013,20ARSD0123,ALL,1,97500,150000,2,0,30000,1,0,30000,120000,90000
01SCS19E010054,AR.TUC-SD016,20ARSD0482,M,1,94250,145000,2,0,29000,1,0,29000,116000,87000
01SCS19E010055,BSC.AR-RE0028,00ARRE0303,NON,1,35000,120000,2,0,36000,1,0,16800,84000,67200
01SCS19E010055,BSC.AR-RL0025,00ARRL0166,S,1,44000,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E010056,BSC.AR-RE0027,00ARRE0302,NON,1,84000,120000,2,0,36000,1,0,16800,84000,67200
01SCS19E010057,AR.MPR-SB002,20ARSB0240,L,1,243750,375000,2,0,75000,1,0,75000,300000,225000
01SCS19E010058,BSC.AR-SB0008,00ARSB0079,M,1,44500,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E010059,BSC.AR-RC0024,00ARRC0165,ALL,1,43000,185000,2,0,85000,1,0,20000,100000,80000
01SCS19E010060,AR.PUB-SD013,20ARSD0123,ALL,1,97500,150000,2,0,30000,1,0,30000,120000,90000
01SCS19E010060,ESH.AR-RC0036,00ARRC0212,L,1,42000,135000,2,0,67500,1,0,13500,67500,54000
01SCS19E010060,ESH.AR-RE0020,00ARRE0210,L,1,42000,135000,2,0,67500,1,0,13500,67500,54000
01SCS19E010061,AR.TUC-SD023,20ARSD0510,M,1,204750,315000,2,0,63000,1,0,63000,252000,189000
01SCS19E010062,AR.TUC-SC002,20ARSC0051,XL,1,204750,315000,2,0,63000,1,0,63000,252000,189000
01SCS19E010062,BSC.AR-RD0033,00ARRD0157,XL,1,42000,150000,2,0,82500,1,0,13500,67500,54000
01SCS19E010062,ESH.AR-QI0003,00ARQI0036,ALL,1,40000,140000,2,0,90000,1,0,10000,50000,40000
01SCS19E010062,ESH.AR-RB0014,00ARRB0080,L,1,47000,150000,2,0,82500,1,0,13500,67500,54000
01SCS19E010063,AR.PUB-SC011,20ARSC0298,L,1,97500,150000,2,0,30000,1,0,30000,120000,90000
01SCS19E010064,AR.ESB-RK001,20ARRK0224,M,1,201500,310000,2,0,62000,1,0,62000,248000,186000
01SCS19E010065,AR.ESB-SD005,20ARSD0113,M,1,91000,140000,2,0,28000,1,0,28000,112000,84000
01SCS19E010066,AR.ESB-SA001,20ARSA0205,L,1,87750,135000,2,0,27000,1,0,27000,108000,81000
01SCS19E010067,AR.MPR-SB017,20ARSB0299,M,1,230750,355000,2,0,71000,1,0,71000,284000,213000
01SCS19E010067,ESH.AR-RC0030,00ARRC0191,ALL,1,55000,150000,2,0,100000,1,0,10000,50000,40000
01SCS19E010068,AR.CLB-RE009,20ARRE1096,ALL,1,185250,285000,2,0,57000,1,0,57000,228000,171000
01SCS19E010068,BSC.AR-RD0001,00ARRD0003,L,1,155,450000,2,0,275000,1,0,35000,175000,140000
01SCS19E010069,AR.MKV-RL004,20ARRL0247,M,1,253500,390000,2,0,78000,1,0,78000,312000,234000
01SCS19E010070,BSC.AR-SD0011,00ARSD0104,NON,1,18000,75000,2,0,22500,1,0,10500,52500,42000
01SCS19E010071,AR.TUC-SA027,20ARSA0162,ALL,1,100750,155000,2,0,31000,1,0,31000,124000,93000
01SCS19E010071,BE.RAK-RX194,00BERX0485,40,1,130000,200000,2,0,40000,1,0,40000,160000,120000
01SCS19E010072,AR.CPT-SC009,20ARSC0274,L,1,94250,145000,2,0,29000,1,0,29000,116000,87000
01SCS19E010072,ESH.AR-RI0009,00ARRI0103,M,1,94500,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E010073,AR.PUB-SB009,20ARSB0013,ALL,1,97500,150000,2,0,30000,1,0,30000,120000,90000
01SCS19E010073,AR.PUB-SD011,20ARSD0121,ALL,1,97500,150000,2,0,30000,1,0,30000,120000,90000
01SCS19E010073,AR.YAS-RL001,20ARRL0210,XL,1,317850,489000,2,0,97800,1,0,97800,391200,293400
01SCS19E010073,ESH.AR-QH0026,00ARQH0137,ALL,1,39700,140000,2,0,90000,1,0,10000,50000,40000
01SCS19E010074,THR.AR-QK0008,00ARRE0220,NON,1,415000,415000,2,0,41500,1,0,56025,373500,317475
01SCS19E010075,ESH.AR-SC0017,00ARSC0140,S,1,44000,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E010076,ESH.AR-SC0014,00ARSC0110,L,1,44500,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E010077,ESH.AR-SD0005,00ARSD0050,M,1,44000,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E010078,AR.MPR-SB016,20ARSB0295,M,1,230750,355000,2,0,71000,1,0,71000,284000,213000
01SCS19E010079,AR.YAS-RL009,20ARRL0229,ALL,1,97500,150000,2,0,30000,1,0,30000,120000,90000
01SCS19E010079,ARN.AR-RK0005,00ARRK0235,30,1,110000,350000,2,0,70000,1,0,84000,280000,196000
01SCS19E010080,ESH.AR-RE0005,00ARRE0019,L,1,42000,135000,2,0,67500,1,0,13500,67500,54000
01SCS19E010080,ESH.AR-RE0020,00ARRE0210,L,1,42000,135000,2,0,67500,1,0,13500,67500,54000
01SCS19E010081,ESH.AR-SD0013,00ARSD0081,30,1,145000,375000,2,0,112500,1,0,52500,262500,210000
01SCS19E010082,ESH.AR-RA0015,00ARRA0072,ALL,1,38000,140000,2,0,90000,1,0,10000,50000,40000
01SCS19E010083,ESH.AR-SC0019,00ARSC0150,M,1,125000,315000,2,0,94500,1,0,44100,220500,176400
01SCS19E010084,BSC.AR-RJ0008,00ARRJ0068,M,1,94500,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E010085,ESH.AR-SC0005,00ARSC0028,L,1,125000,315000,2,0,94500,1,0,44100,220500,176400
01SCS19E010086,AR.YD-SB005,20ARSB0508,S,1,195000,300000,2,0,90000,1,0,52500,210000,157500
01SCS19E010086,BSC.AR-RJ0032,00ARRJ0215,NON,1,18000,75000,2,0,22500,1,0,10500,52500,42000
01SCS19E010086,BSC.AR-RK0024,00ARRK0216,NON,1,157500,225000,2,0,67500,1,0,31500,157500,126000
01SCS19E010087,BSC.AR-RJ0030,00ARRJ0197,S,1,120000,315000,2,0,94500,1,0,44100,220500,176400
01SCS19E010088,AR.TUC-RK008,20ARRK0104,ALL,1,87750,135000,2,0,27000,1,0,27000,108000,81000
01SCS19E010088,BSC.AR-RL0020,00ARRL0119,L,1,125000,315000,2,0,94500,1,0,44100,220500,176400
01SCS19E010089,BSC.AR-PI0025,00ARPI0025,ALL,1,43334,130000,2,0,80000,1,0,10000,50000,40000
01SCS19E010090,ESH.AR-RF0004,00ARRF0031,M,1,110000,315000,2,0,155000,1,0,32000,160000,128000
01SCS19E010091,ESH.AR-QK0001,00ARQK0003,L,1,90000,310000,2,0,150000,1,0,32000,160000,128000
01SCS19E010092,AR.ASH-SD005,20ARSD0397,S,1,243750,375000,2,0,112500,1,0,65625,262500,196875
01SCS19E010092,AR.ESB-RE021,20ARRE0397,M,1,91000,140000,2,0,70000,1,0,17500,70000,52500
01SCS19E010092,AR.TUC-RE037,20ARRE1185,L,1,87750,135000,2,0,67500,1,0,16875,67500,50625
01SCS19E010093,ESH.AR-RD0021,00ARRD0193,L,1,42000,135000,2,0,67500,1,0,13500,67500,54000
01SCS19E010093,ESH.AR-RE0020,00ARRE0210,L,1,42000,135000,2,0,67500,1,0,13500,67500,54000
01SCS19E010094,BSC.AR-SB0010,00ARSB0094,L,1,125000,315000,2,0,94500,1,0,44100,220500,176400
01SCS19E010094,BSC.AR-SD0010,00ARSD0103,NON,1,18000,75000,2,0,22500,1,0,10500,52500,42000
01SCS19E010094,BSC.AR-SD0024,00ARSD0147,NON,1,89000,225000,2,0,67500,1,0,31500,157500,126000
01SCS19E010095,BSC.AR-SC0008,00ARSC0051,NON,1,73000,220000,2,0,66000,1,0,30800,154000,123200
01SCS19E010095,BSC.AR-SC0029,00ARSC0199,S,1,125000,315000,2,0,94500,1,0,44100,220500,176400
01SCS19E010095,BSC.AR-SC0050,00ARSC0313,M,1,44000,159000,2,0,47700,1,0,22260,111300,89040
01SCS19E010096,ESH.AR-RC0026,00ARRC0187,ALL,1,55000,150000,2,0,100000,1,0,10000,50000,40000
01SCS19E010097,ESH.AR-RD0018,00ARRD0185,NON,1,55000,150000,2,0,100000,1,0,10000,50000,40000
01SCS19E010098,AR.ESB-QF012,20ARQF0039,M,1,91000,140000,2,0,70000,1,0,17500,70000,52500
01SCS19E010098,AR.YD-RL002,20ARRL0018,ALL,1,91000,140000,2,0,70000,1,0,17500,70000,52500
01SCS19E010098,AR.YD-SD001,20ARSD0262,M,1,87750,135000,2,0,67500,1,0,16875,67500,50625
01SCS19E010099,BSC.AR-SC0010,00ARSC0056,S,1,125000,315000,2,0,94500,1,0,44100,220500,176400
01SCS19E010100,AR.MKV-RL002,20ARRL0239,S,1,204750,315000,2,0,63000,1,0,63000,252000,189000
01SCS19E010101,AR.TUC-SC006,20ARSC0064,28,1,204750,315000,2,0,63000,1,0,63000,252000,189000
01SCS19E010102,BSC.AR-SB0005,00ARSB0061,NON,1,47500,140000,2,0,42000,1,0,19600,98000,78400
01SCS19E010103,AR.PUB-RJ012,20ARRJ0033,32,1,211250,325000,2,0,65000,1,0,65000,260000,195000
01SCS19E010104,BSC.AR-SB0016,00ARSB0131,S,1,44500,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E010105,ESH.AR-RC0029,00ARRC0190,ALL,1,45000,150000,2,0,100000,1,0,10000,50000,40000
01SCS19E010106,AR.HMR-SB023,20ARSB0407,32,1,204750,315000,2,0,63000,1,0,63000,252000,189000
01SCS19E010106,AR.MKV-SD012,20ARSD0423,32,1,204750,315000,2,0,157500,1,0,39375,157500,118125
01SCS19E010106,BSC.AR-RH0020,00ARRH0116,M,1,108500,155000,2,0,46500,1,0,21700,108500,86800
01SCS19E010106,BSC.AR-RL0020,00ARRL0117,S,1,125000,315000,2,0,94500,1,0,44100,220500,176400
01SCS19E010107,BE.RAK-SA022,00BESA0088,L,1,91000,140000,2,0,28000,1,0,28000,112000,84000
01SCS19E010108,BSC.AR-SC0021,00ARSC0148,NON,1,73000,220000,2,0,66000,1,0,30800,154000,123200
01SCS19E010109,AR.PUB-RJ016,20ARRJ0233,S,1,97500,150000,2,0,30000,1,0,30000,120000,90000
01SCS19E010110,ESH.AR-RL0018,00ARRL0146,30,1,122500,175000,2,0,52500,1,0,24500,122500,98000
01SCS19E010110,ESH.AR-SA0016,00ARSA0115,NON,1,55000,150000,2,0,45000,1,0,21000,105000,84000
01SCS19E010111,AR.ESB-SB003,20ARSB0101,M,1,100750,155000,2,0,31000,1,0,31000,124000,93000
01SCS19E010112,BE.RAK-RL031,00BERL0111,M,1,259350,399000,2,0,79800,1,0,79800,319200,239400
01SCS19E010113,BSC.AR-RK0025,00ARRK0217,NON,1,75000,225000,2,0,67500,1,0,31500,157500,126000
01SCS19E010114,AR.TUC-SD014,20ARSD0474,M,1,94250,145000,2,0,29000,1,0,29000,116000,87000
01SCS19E010115,AR.HMR-SD007,20ARSD0544,S,1,243750,375000,2,0,75000,1,0,75000,300000,225000
01SCS19E010115,AR.HMR-SD007,20ARSD0546,L,1,243750,375000,2,0,75000,1,0,75000,300000,225000
01SCS19E010115,AR.YRX-RH001,20ARRH0718,ALL,1,172250,265000,2,0,53000,1,0,53000,212000,159000
01SCS19E010116,BSC.AR-SC0013,00ARSC0093,M,1,44000,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E010117,AR.ESB-SB005,20ARSB0108,S,1,91000,140000,2,0,28000,1,0,28000,112000,84000
01SCS19E010117,AR.PUB-SC017,20ARSC0369,M,1,204750,315000,2,0,63000,1,0,63000,252000,189000
01SCS19E010117,AR.VLD-SA007,20ARSA0185,ALL,1,120250,185000,2,0,55500,1,0,32375,129500,97125
01SCS19E010118,AR.STY-RJ003,20ARRJ0052,ALL,1,55250,85000,2,0,17000,1,0,17000,68000,51000
01SCS19E010119,BSC.AR-SC0029,00ARSC0199,S,1,125000,315000,2,0,94500,1,0,44100,220500,176400
01SCS19E010120,BSC.AR-PI0025,00ARPI0025,ALL,1,43334,130000,2,0,80000,1,0,10000,50000,40000
01SCS19E010121,AR.PUB-RI008,20ARRI0121,S,2,191750,295000,2,0,59000,1,0,59000,472000,354000
01SCS19E010122,BSC.AR-RK0023,00ARRK0212,M,1,120000,315000,2,0,94500,1,0,44100,220500,176400
01SCS19E010123,AR.YD-SC001,20ARSC0018,M,1,195000,300000,2,0,90000,1,0,52500,210000,157500
01SCS19E010124,BSC.AR-RD0021,00ARRD0108,L,1,42000,135000,2,0,67500,1,0,13500,67500,54000
01SCS19E010124,ESH.AR-RE0004,00ARRE0013,S,1,42000,135000,2,0,67500,1,0,13500,67500,54000
01SCS19E010125,AR.CPT-RE010,20ARRE0706,M,1,204750,315000,2,0,63000,1,0,63000,252000,189000
01SCS19E010125,AR.TUC-SD003,20ARSD0148,S,1,204750,315000,2,0,63000,1,0,63000,252000,189000
01SCS19E010126,ESH.AR-RC0005,00ARRC0066,M,1,95000,310000,2,0,150000,1,0,32000,160000,128000
01SCS19E010127,BSC.AR-QE0012,00ARQE0097,XL,1,125000,375000,2,0,200000,1,0,35000,175000,140000
01SCS19E010128,ESH.AR-RB0030,00ARRB0163,32,1,130000,350000,2,0,175000,1,0,35000,175000,140000
01SCS19E010129,AR.ESB-SB004,20ARSB0105,M,1,91000,140000,2,0,28000,1,0,28000,112000,84000
01SCS19E010129,AR.TUC-SC006,20ARSC0065,30,1,204750,315000,2,0,63000,1,0,63000,252000,189000
01SCS19E010130,AR.PUB-RI016,20ARRI0258,M,1,97500,150000,2,0,30000,1,0,30000,120000,90000
01SCS19E010131,AR.BPH-RK005,20ARRK0055,M,1,103350,159000,2,0,47700,1,0,27825,111300,83475
01SCS19E010131,AR.CLK-RH002,20ARRH0737,ALL,1,91000,140000,2,0,28000,1,0,28000,112000,84000
01SCS19E010131,AR.SMD-SA002,20ARSA0225,L,1,87750,135000,2,0,27000,1,0,27000,108000,81000
01SCS19E010132,AR.MER-SB003,20ARSB0219,M,1,97500,150000,2,0,45000,1,0,26250,105000,78750
01SCS19E010132,AR.PUB-RH007,20ARRH0014,M,1,97500,150000,2,0,30000,1,0,30000,120000,90000
01SCS19E010132,AR.TUC-SB023,20ARSB0487,ALL,1,87750,135000,2,0,27000,1,0,27000,108000,81000
01SCS19E010133,AR.MKV-SB013,20ARSB0549,L,1,172250,265000,2,0,53000,1,0,53000,212000,159000
01SCS19E010134,BSC.AR-RK0022,00ARRK0210,XL,1,120000,315000,2,0,94500,1,0,44100,220500,176400
01SCS19E010135,BSC.AR-RH0024,00ARRH0157,L,1,245000,350000,2,0,105000,1,0,49000,245000,196000
01SCS19E010136,AR.VCS-SC003,20ARSC0380,S,1,97500,150000,2,0,45000,1,0,26250,105000,78750
01SCS19E010137,AR.VCS-RL005,20ARRL0309,L,1,97500,150000,2,0,45000,1,0,26250,105000,78750
01SCS19E010138,AR.MKV-SC005,20ARSC0083,M,1,253500,390000,2,0,78000,1,0,78000,312000,234000
01SCS19E010139,AR.MKV-SC003,20ARSC0077,ALL,1,87750,135000,2,0,27000,1,0,27000,108000,81000
01SCS19E010140,AR.TUC-RI009,20ARRI0360,L,1,87750,135000,2,0,27000,1,0,27000,108000,81000
01SCS19E010140,ESH.AR-QH0026,00ARQH0137,ALL,1,39700,140000,2,0,90000,1,0,10000,50000,40000
01SCS19E010140,ESH.AR-SB0030,00ARSB0201,M,1,44000,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E010141,AR.ASH-RE009,20ARRE1374,32,1,273000,420000,2,0,210000,1,0,52500,210000,157500
01SCS19E010142,BSC.AR-RH0017,00ARRH0075,M,1,120000,315000,2,0,94500,1,0,44100,220500,176400
01SCS19E010143,AR.RDC-RK008,20ARRK0483,M,1,97500,150000,2,0,30000,1,0,30000,120000,90000
01SCS19E010144,ESH.AR-QL0004,00ARQL0020,L,1,42000,135000,2,0,67500,1,0,13500,67500,54000
01SCS19E010144,ESH.AR-RD0021,00ARRD0193,L,1,42000,135000,2,0,67500,1,0,13500,67500,54000
01SCS19E010145,ESH.AR-SB0016,00ARSB0068,L,1,125000,315000,2,0,94500,1,0,44100,220500,176400
01SCS19E010146,AR.MKV-SC019,20ARSC0224,ALL,1,91000,140000,2,0,70000,1,0,17500,70000,52500
01SCS19E010147,BSC.AR-RI0033,00ARRI0155,L,1,120000,315000,2,0,94500,1,0,44100,220500,176400
01SCS19E010148,AR.MKV-RJ008,20ARRJ0177,L,1,91000,140000,2,0,28000,1,0,28000,112000,84000
01SCS19E010148,AR.TUC-SB013,20ARSB0201,L,1,94250,145000,2,0,29000,1,0,29000,116000,87000
01SCS19E010149,ESH.AR-RA0017,00ARRA0074,ALL,1,40000,140000,2,0,90000,1,0,10000,50000,40000
01SCS19E010150,ESH.AR-SC0024,00ARSC0211,S,1,119000,350000,2,0,105000,1,0,49000,245000,196000
01SCS19E010151,BSC.AR-SD0018,00ARSD0123,NON,1,45000,150000,2,0,45000,1,0,21000,105000,84000
01SCS19E010152,BSC.AR-SC0007,00ARSC0045,XL,1,44000,135000,2,0,40500,1,0,18900,94500,75600
01SCS19E010152,BSC.AR-SC0050,00ARSC0315,XL,1,44000,159000,2,0,47700,1,0,22260,111300,89040
01SCS19E010153,BSC.AR-SA0008,00ARSA0034,NON,1,47500,140000,2,0,42000,1,0,19600,98000,78400
01SCS19E010154,ESH.AR-RA0015,00ARRA0072,ALL,1,38000,140000,2,0,90000,1,0,10000,50000,40000
01SCS19E010154,ESH.AR-SC0027,00ARSC0262,M,1,125000,315000,2,0,94500,1,0,44100,220500,176400
01SCS19E010155,BSC.AR-SC0025,00ARSC0184,XL,1,125000,315000,2,0,94500,1,0,44100,220500,176400
01SCS19E010156,ESH.AR-RD0020,00ARRD0189,L,1,43000,150000,2,0,82500,1,0,13500,67500,54000
